"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"G167",2011,"Hovsgol","grayling-unknown",NA,265,121,"",NA,26.5
"G168",2011,"Hovsgol","grayling-unknown",NA,301,163,"",NA,30.1
"G169",2011,"Hovsgol","grayling-unknown",NA,229,81,"",NA,22.9
"G170",2011,"Hovsgol","grayling-unknown",NA,284,176,"",NA,28.4
"G171",2011,"Hovsgol","grayling-unknown",NA,255,118,"",NA,25.5
"G172",2011,"Hovsgol","grayling-unknown",NA,241,106,"",NA,24.1
"G173",2011,"Hovsgol","grayling-unknown",NA,272,135,"",NA,27.2
"G174",2011,"Hovsgol","grayling-unknown",NA,260,125,"",NA,26
"G175",2011,"Hovsgol","grayling-unknown",NA,249,105,"",NA,24.9
"G177",2011,"Hovsgol","grayling-unknown",NA,239,104,"",NA,23.9
"G186",2011,"Hovsgol","grayling-unknown",NA,239,95,"",NA,23.9
"G197",2011,"Hovsgol","grayling-unknown",NA,235,83,"",NA,23.5
"Loach41",2011,"Hovsgol","spiny loach",NA,63,0.7,"",NA,6.3
"Phox79",2011,"Hovsgol","Phoxinus",NA,96,11,"",NA,9.6
"Phox80",2011,"Hovsgol","Phoxinus",NA,95,10,"",NA,9.5
"Phox81",2011,"Hovsgol","Phoxinus",NA,89,10,"",NA,8.9
"Phox82",2011,"Hovsgol","Phoxinus",NA,74,4,"",NA,7.4
"Phox83",2011,"Hovsgol","Phoxinus",NA,99,5,"",NA,9.9
"Phox84",2011,"Hovsgol","Phoxinus",NA,76,5,"",NA,7.6
"Phox85",2011,"Hovsgol","Phoxinus",NA,83,6,"",NA,8.3
"Phox86",2011,"Hovsgol","Phoxinus",NA,85,4,"",NA,8.5
"Phox87",2011,"Hovsgol","Phoxinus",NA,82,4,"",NA,8.2
"Phox88",2011,"Hovsgol","Phoxinus",NA,80,4,"",NA,8
"Phox89",2011,"Hovsgol","Phoxinus",NA,73,3,"",NA,7.3
"Phox90",2011,"Hovsgol","Phoxinus",NA,80,4,"",NA,8
"Phox91",2011,"Hovsgol","Phoxinus",NA,75,3,"",NA,7.5
"Phox92",2011,"Hovsgol","Phoxinus",NA,72,3,"",NA,7.2
"STL12",2011,"Hovsgol","stone loach",NA,184,33,"",NA,18.4
"STL13",2011,"Hovsgol","stone loach",NA,148,22,"",NA,14.8
"STL14",2011,"Hovsgol","stone loach",NA,127,15,"",NA,12.7
"STL15",2011,"Hovsgol","stone loach",NA,107,12,"",NA,10.7
"STL16",2011,"Hovsgol","stone loach",NA,112,10,"",NA,11.2
"STL17",2011,"Hovsgol","stone loach",NA,128,14,"",NA,12.8
"STL18",2011,"Hovsgol","stone loach",NA,125,18,"",NA,12.5
"STL19",2011,"Hovsgol","stone loach",NA,102,NA,"",NA,10.2
"STL20",2011,"Hovsgol","stone loach",NA,100,NA,"",NA,10
"STL21",2011,"Hovsgol","stone loach",NA,124,10,"",NA,12.4
"STL22",2011,"Hovsgol","stone loach",NA,85,4,"",NA,8.5
"STL23",2011,"Hovsgol","stone loach",NA,83,6,"",NA,8.3
"STL24",2011,"Hovsgol","stone loach",NA,88,7,"",NA,8.8
"STL25",2011,"Hovsgol","stone loach",NA,115,8,"",NA,11.5
"STL26",2011,"Hovsgol","stone loach",NA,110,13,"",NA,11
"STL27",2011,"Hovsgol","stone loach",NA,96,7,"",NA,9.6
"STL28",2011,"Hovsgol","stone loach",NA,118,12,"",NA,11.8
"STL29",2011,"Hovsgol","stone loach",NA,102,10,"",NA,10.2
"STL30",2011,"Hovsgol","stone loach",NA,94,4,"",NA,9.4
"STL31",2011,"Hovsgol","stone loach",NA,112,7,"",NA,11.2
"STL32",2011,"Hovsgol","stone loach",NA,120,11,"",NA,12
"STL33",2011,"Hovsgol","stone loach",NA,81,5,"",NA,8.1
"STL34",2011,"Hovsgol","stone loach",NA,105,9,"",NA,10.5
"STL35",2011,"Hovsgol","stone loach",NA,86,7,"",NA,8.6
"STL36",2011,"Hovsgol","stone loach",NA,80,5,"",NA,8
"G164",2011,"Hovsgol","grayling-unknown",NA,289,190,"",NA,28.9
"B2",2011,"Uur","burbot",NA,464,605,"",NA,46.4
"B3",2011,"Uur","burbot",NA,460,448,"",NA,46
"B4",2011,"Uur","burbot",NA,608,1345,"",NA,60.8
"G209",2011,"Hovsgol","grayling-unknown",NA,256,110,"",NA,25.6
"G210",2011,"Hovsgol","grayling-unknown",NA,261,104,"",NA,26.1
"G213",2011,"Hovsgol","grayling-unknown",NA,248,86,"",NA,24.8
"G214",2011,"Hovsgol","grayling-unknown",NA,235,108,"",NA,23.5
"Phox58",2011,"Hovsgol","Phoxinus",NA,80,3.7,"",NA,8
"Phox59",2011,"Hovsgol","Phoxinus",NA,83,4.5,"",NA,8.3
"Phox61",2011,"Hovsgol","Phoxinus",NA,85,4.7,"",NA,8.5
"Phox62",2011,"Hovsgol","Phoxinus",NA,56,1.2,"",NA,5.6
"Phox63",2011,"Hovsgol","Phoxinus",NA,84,4.6,"",NA,8.4
"Phox64",2011,"Hovsgol","Phoxinus",NA,75,3.2,"",NA,7.5
"Phox65",2011,"Hovsgol","Phoxinus",NA,81,3,"",NA,8.1
"Phox66",2011,"Hovsgol","Phoxinus",NA,77,3.6,"",NA,7.7
"Phox67",2011,"Hovsgol","Phoxinus",NA,67,1.8,"",NA,6.7
"Phox68",2011,"Hovsgol","Phoxinus",NA,58,1.2,"",NA,5.8
"Phox69",2011,"Hovsgol","Phoxinus",NA,39,0.4,"",NA,3.9
"Phox70",2011,"Hovsgol","Phoxinus",NA,74,2.9,"",NA,7.4
"Phox73",2011,"Hovsgol","Phoxinus",NA,42,0.4,"",NA,4.2
"Phox75",2011,"Hovsgol","Phoxinus",NA,34,0.2,"",NA,3.4
"Phox76",2011,"Hovsgol","Phoxinus",NA,50,0.7,"",NA,5
"Phox77",2011,"Hovsgol","Phoxinus",NA,55,1,"",NA,5.5
"Phox78",2011,"Hovsgol","Phoxinus",NA,50,NA,"",NA,5
"B21",2011,"Hovsgol","burbot",NA,592,1147,"",NA,59.2
"Perch1",2011,"Hovsgol","perch",NA,193,79.2,"",NA,19.3
"Ph31",2011,"Uur","Phoxinus",NA,69,1.5,"",NA,6.9
"Ph32",2011,"Uur","Phoxinus",NA,60,1.1,"",NA,6
"Ph33",2011,"Uur","Phoxinus",NA,65,1.3,"",NA,6.5
"Ph34",2011,"Uur","Phoxinus",NA,72,1.8,"",NA,7.2
"Ph35",2011,"Uur","Phoxinus",NA,70,1.5,"",NA,7
"Ph36",2011,"Uur","Phoxinus",NA,73,1.8,"",NA,7.3
"Ph37",2011,"Uur","Phoxinus",NA,67,1.4,"",NA,6.7
"Ph38",2011,"Uur","Phoxinus",NA,65,1.2,"",NA,6.5
"Ph39",2011,"Uur","Phoxinus",NA,66,1.3,"",NA,6.6
"Ph40",2011,"Uur","Phoxinus",NA,62,1.2,"",NA,6.2
"Ph41",2011,"Uur","Phoxinus",NA,63,1.2,"",NA,6.3
"Ph42",2011,"Uur","Phoxinus",NA,62,1.1,"",NA,6.2
"Perch2",2011,"Hovsgol","perch",NA,392,925,"",NA,39.2
"R12",2011,"Hovsgol","roach",NA,354,NA,"",NA,35.4
"SpLo41",2011,"Hovsgol","spiny loach",NA,NA,NA,"",NA,NA
"Phox60",2011,"Hovsgol","Phoxinus",NA,72,2.9,"",NA,7.2
"B15",2011,"Hovsgol","burbot",NA,820,NA,"",NA,82
"G211",2011,"Hovsgol","grayling-unknown",NA,244,92,"",NA,24.4
"Le93",2011,"Hovsgol","lenok",10,570,1565,"",NA,57
"Le90",2011,"Hovsgol","lenok",NA,412,528,"",NA,41.2
"Le91",2011,"Hovsgol","lenok",NA,430,680,"",NA,43
"G20",2011,"Eg-Uur-DSC","grayling-Arctic",NA,134,23,"",NA,13.4
"G199",2011,"Hovsgol","grayling-unknown",NA,290,180,"",NA,29
"L1093",2012,"Eg","lenok",NA,361,390,"",NA,36.1
"L1094",2012,"Eg","lenok",NA,285,193.9,"",NA,28.5
"L1095",2012,"Eg","lenok",NA,510,1280,"",NA,51
"B11",2011,"Uur","burbot",NA,202,54.7,"",NA,20.2
"G200",2011,"Hovsgol","grayling-unknown",NA,301,180,"",NA,30.1
"T2002",2013,"Eg","taimen",NA,766,3550,"",NA,76.6
"Le36",2011,"Hovsgol","lenok",NA,386,NA,"",NA,38.6
"Le37",2011,"Hovsgol","lenok",NA,341,NA,"",NA,34.1
"Le38",2011,"Hovsgol","lenok",NA,463,NA,"",NA,46.3
"Le40",2011,"Hovsgol","lenok",NA,462,NA,"",NA,46.2
"Le41",2011,"Hovsgol","lenok",NA,284,NA,"",NA,28.4
"Perch4",2011,"Hovsgol","perch",NA,369,NA,"",NA,36.9
"Perch5",2011,"Hovsgol","perch",NA,280,NA,"",NA,28
"Perch6",2011,"Hovsgol","perch",NA,331,NA,"",NA,33.1
"Perch7",2011,"Hovsgol","perch",NA,268,NA,"",NA,26.8
"Perch8",2011,"Hovsgol","perch",NA,250,NA,"",NA,25
"Perch9",2011,"Hovsgol","perch",NA,265,NA,"",NA,26.5
"R1",2011,"Hovsgol","roach",NA,211,NA,"",NA,21.1
"R10",2011,"Hovsgol","roach",NA,220,NA,"",NA,22
"R2",2011,"Hovsgol","roach",NA,297,NA,"",NA,29.7
"R9",2011,"Hovsgol","roach",NA,237,NA,"",NA,23.7
"Le39",2011,"Hovsgol","lenok",NA,393,NA,"",NA,39.3
"R3",2011,"Hovsgol","roach",NA,256,NA,"",NA,25.6
"R13",2011,"Hovsgol","roach",NA,292,NA,"",NA,29.2
"Phox71",2011,"Hovsgol","Phoxinus",NA,46,0.5,"",NA,4.6
"G198",2011,"Hovsgol","grayling-unknown",NA,313,250,"",NA,31.3
"PP2006",2013,"Hovsgol","Phoxinus",NA,80,3.1,"",NA,8
"PP2015",2013,"Hovsgol","Phoxinus",NA,75,3,"",NA,7.5
"T13",2011,"Uur or Eg","taimen",NA,379,NA,"",NA,37.9
"T2005",2013,"Uur","taimen",NA,360,390,"",NA,36
"T2006",2013,"Uur","taimen",NA,525,NA,"",NA,52.5
"Ph46",2011,"Eg","Phoxinus",NA,58,1.7,"",NA,5.8
"HV 33",2006,"Hovsgol","stone loach",NA,165,28,"",NA,16.5
"B079",2009,"Hovsgol","roach",NA,303,373,"",NA,30.3
"B080",2009,"Hovsgol","roach",NA,264,230,"",NA,26.4
"B081",2009,"Hovsgol","roach",NA,306,305,"",NA,30.6
"B082",2009,"Hovsgol","roach",NA,336,495,"",NA,33.6
"B083",2009,"Hovsgol","roach",NA,305,349,"",NA,30.5
"B084",2009,"Hovsgol","roach",NA,309,355,"",NA,30.9
"B085",2009,"Hovsgol","roach",NA,385,718,"",NA,38.5
"990205",2011,"Eg-Uur-DSC","taimen",NA,851,NA,"",NA,85.1
"Le66",2011,"Hovsgol","lenok",NA,422,683,"",NA,42.2
"LE-UN-01",2011,"Uur","lenok",NA,257,NA,"",NA,25.7
"LE-UN-02",2011,"Eg-Uur-DSC","lenok",NA,483,NA,"",NA,48.3
"Ph1",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph2",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"B45",2011,"Hovsgol","burbot",NA,709,2728,"",NA,70.9
"Le75",2011,"Hovsgol","lenok",NA,239,98,"",NA,23.9
"P10",2011,"","perch",NA,NA,NA,"",NA,NA
"P6",2011,"Hovsgol","perch",NA,331,NA,"",NA,33.1
"B26",2011,"Hovsgol","burbot",NA,340,214,"",NA,34
"B32",2011,"Hovsgol","burbot",NA,662,1558,"",NA,66.2
"B41",2011,"Hovsgol","burbot",NA,465,652,"",NA,46.5
"G219",2011,"Hovsgol","grayling-unknown",NA,291,174,"",NA,29.1
"G220",2011,"Hovsgol","grayling-unknown",NA,267,145,"",NA,26.7
"G221",2011,"Hovsgol","grayling-unknown",NA,270,138,"",NA,27
"G222",2011,"Hovsgol","grayling-unknown",NA,233,82,"",NA,23.3
"G223",2011,"Hovsgol","grayling-unknown",NA,274,162,"",NA,27.4
"G224",2011,"Hovsgol","grayling-unknown",NA,250,101,"",NA,25
"G226",2011,"Hovsgol","grayling-unknown",NA,264,112,"",NA,26.4
"G227",2011,"Hovsgol","grayling-unknown",NA,262,109,"",NA,26.2
"G228",2011,"Hovsgol","grayling-unknown",NA,252,111,"",NA,25.2
"G230",2011,"Hovsgol","grayling-unknown",NA,259,101,"",NA,25.9
"R4",2011,"Hovsgol","roach",NA,222,103,"",NA,22.2
"R6",2011,"Hovsgol","roach",NA,240,139,"",NA,24
"G225",2011,"Hovsgol","grayling-unknown",NA,274,NA,"",NA,27.4
"Le46",2011,"Hovsgol","lenok",NA,263,NA,"",NA,26.3
"Le65",2011,"Hovsgol","lenok",NA,364,390,"",NA,36.4
"PP1016",2012,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"PP1017",2012,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"PP1018",2012,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"PP1019",2012,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"T1",2012,"Darkhad","taimen",NA,208,NA,"",NA,20.8
"T2",2012,"Darkhad","taimen",NA,245,NA,"",NA,24.5
"T3",2012,"Darkhad","taimen",NA,328,NA,"",NA,32.8
"G203",2011,"Hovsgol","grayling-unknown",NA,257,NA,"",NA,25.7
"LL2005",2013,"Hovsgol","burbot",NA,360,500,"",NA,36
"Ph10",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph3",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph4",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph5",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph6",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph7",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph8",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"Ph9",2011,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"T1008",2012,"Eg","taimen",NA,890,NA,"",NA,89
"T147",2012,"Eg","taimen",NA,625,NA,"",NA,62.5
"T145",2012,"Eg","taimen",NA,800,NA,"",NA,80
"B22a",2011,"Hovsgol","burbot",NA,465,595,"",NA,46.5
"B22b",2011,"Hovsgol","burbot",NA,574,1422,"",NA,57.4
"Le18-Uur",2011,"Uur","lenok",NA,NA,NA,"",NA,NA
"P9a",2011,"Hovsgol","perch",NA,265,NA,"",NA,26.5
"P9b",2011,"Hovsgol","perch",NA,427,1159,"",NA,42.7
"SpLo46",2011,"Hovsgol","spiny loach",NA,92,3,"",NA,9.2
"R5",2011,"Hovsgol","roach",NA,237,130,"",NA,23.7
"SpLo47",2011,"Hovsgol","spiny loach",NA,77,1.5,"",NA,7.7
"R7",2011,"Hovsgol","roach",NA,220,NA,"",NA,22
"G123b",2011,"Hovsgol","grayling-unknown",NA,312,217,"",NA,31.2
"U2",2011,"Hovsgol","",NA,NA,NA,"",NA,NA
"BU1",2011,"","",NA,NA,NA,"",NA,NA
"BU2",2011,"","",NA,NA,NA,"",NA,NA
"U1",2011,"","",NA,NA,NA,"",NA,NA
"HV 52",2006,"Hovsgol","roach",NA,250,140,"",NA,25
"Ph51",2011,"Eg","Phoxinus",NA,50,1.2,"",NA,5
"Le20",2011,"Eg","lenok",NA,351,378,"",NA,35.1
"HV 119 PP",2006,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"G4",2012,"Uur","grayling-Arctic",NA,220,NA,"",NA,22
"P1",2011,"Hovsgol","perch",NA,193,NA,"",NA,19.3
"STL11",2011,"Uur","stone loach",NA,79,2.8,"",NA,7.9
"STL10",2011,"Uur","stone loach",NA,78,3.3,"",NA,7.8
"STL5",2011,"Uur","stone loach",NA,80,3.4,"",NA,8
"STL9",2011,"Uur","stone loach",NA,84,3.5,"",NA,8.4
"STL8",2011,"Uur","stone loach",NA,83,3.6,"",NA,8.3
"STL6",2011,"Uur","stone loach",NA,79,3.9,"",NA,7.9
"STL3",2011,"Uur","stone loach",NA,85,4,"",NA,8.5
"STL7",2011,"Uur","stone loach",NA,86,4,"",NA,8.6
"STL4",2011,"Uur","stone loach",NA,87,4.5,"",NA,8.7
"STL2",2011,"Uur","stone loach",NA,98,6.1,"",NA,9.8
"HV 19",2006,"Hovsgol","grayling-unknown",NA,243,NA,"",NA,24.3
"G150",2011,"Hovsgol","grayling-unknown",NA,296,187,"",NA,29.6
"G1380",2012,"Hovsgol","grayling-Hovsgol",4,190,32,"",NA,19
"L1066",2012,"Uur","lenok",6,457,810,"",NA,45.7
"L1079",2012,"Uur","lenok",7,522,1102,"",NA,52.2
"Le59",2011,"Hovsgol","lenok",7,540,1582,"",NA,54
"168",2009,"Hovsgol","grayling-unknown",NA,227,76,"",NA,22.7
"169",2009,"Hovsgol","grayling-unknown",NA,214,69,"",NA,21.4
"170",2009,"Hovsgol","grayling-unknown",NA,241,98,"",NA,24.1
"171",2009,"Hovsgol","grayling-unknown",NA,191,49,"",NA,19.1
"173",2009,"Hovsgol","grayling-unknown",NA,214,73,"",NA,21.4
"177",2009,"Hovsgol","grayling-unknown",NA,188,48,"",NA,18.8
"178",2009,"Hovsgol","grayling-unknown",NA,152,21,"",NA,15.2
"179",2009,"Hovsgol","grayling-unknown",NA,130,14,"",NA,13
"208",2009,"Hovsgol","grayling-unknown",NA,147,19,"",NA,14.7
"990206",2011,"Eg-Uur-DSC","taimen",NA,838,NA,"",NA,83.8
"990208",2011,"Eg-Uur-DSC","taimen",NA,851,NA,"",NA,85.1
"990209",2011,"Eg-Uur-DSC","pike",NA,1041,NA,"",NA,104.1
"990210",2011,"Eg-Uur-DSC","taimen",NA,749,NA,"",NA,74.9
"990212",2011,"Eg","taimen",NA,914,NA,"",NA,91.4
"990215",2011,"Uur","taimen",NA,572,NA,"",NA,57.2
"990216",2011,"Eg-Uur-DSC","taimen",NA,622,NA,"",NA,62.2
"990217",2011,"Eg","taimen",NA,686,NA,"",NA,68.6
"990219",2011,"Eg","taimen",NA,851,NA,"",NA,85.1
"990220",2011,"Eg","taimen",NA,927,NA,"",NA,92.7
"2009-U1",2009,"Hovsgol","burbot",NA,553,1332.4,"",NA,55.3
"2009-U10",2009,"Hovsgol","grayling-unknown",NA,238,92,"",NA,23.8
"2009-U100",2009,"Hovsgol","grayling-unknown",NA,271,134,"",NA,27.1
"2009-U101",2009,"Hovsgol","grayling-unknown",NA,275,NA,"",NA,27.5
"2009-U102",2009,"Hovsgol","grayling-unknown",NA,275,NA,"",NA,27.5
"2009-U103",2009,"Hovsgol","grayling-unknown",NA,279,140,"",NA,27.9
"2009-U104",2009,"Hovsgol","grayling-unknown",NA,283,169,"",NA,28.3
"2009-U105",2009,"Hovsgol","grayling-unknown",NA,284,154,"",NA,28.4
"2009-U106",2009,"Hovsgol","grayling-unknown",NA,285,NA,"",NA,28.5
"2009-U107",2009,"Hovsgol","grayling-unknown",NA,291,NA,"",NA,29.1
"2009-U108",2009,"Hovsgol","grayling-unknown",NA,291,166,"",NA,29.1
"2009-U109",2009,"Hovsgol","grayling-unknown",NA,292,182,"",NA,29.2
"2009-U11",2009,"Hovsgol","grayling-unknown",NA,238,103,"",NA,23.8
"2009-U110",2009,"Hovsgol","grayling-unknown",NA,295,NA,"",NA,29.5
"2009-U111",2009,"Hovsgol","grayling-unknown",NA,297,NA,"",NA,29.7
"2009-U112",2009,"Hovsgol","grayling-unknown",NA,300,NA,"",NA,30
"2009-U113",2009,"Hovsgol","lenok",NA,266,NA,"",NA,26.6
"2009-U114",2009,"Hovsgol","lenok",NA,420,NA,"",NA,42
"2009-U115",2009,"Hovsgol","lenok",NA,455,NA,"",NA,45.5
"2009-U116",2009,"Hovsgol","lenok",NA,477,NA,"",NA,47.7
"2009-U117",2009,"Hovsgol","roach",NA,226,NA,"",NA,22.6
"2009-U118",2009,"Hovsgol","roach",NA,260,NA,"",NA,26
"2009-U119",2009,"Hovsgol","roach",NA,287,NA,"",NA,28.7
"2009-U12",2009,"Hovsgol","grayling-unknown",NA,239,103,"",NA,23.9
"2009-U120",2009,"Hovsgol","roach",NA,301,NA,"",NA,30.1
"2009-U121",2009,"Hovsgol","roach",NA,302,NA,"",NA,30.2
"2009-U122",2009,"Hovsgol","roach",NA,306,NA,"",NA,30.6
"2009-U123",2009,"Hovsgol","roach",NA,308,NA,"",NA,30.8
"2009-U124",2009,"Hovsgol","roach",NA,310,NA,"",NA,31
"2009-U125",2009,"Hovsgol","roach",NA,312,NA,"",NA,31.2
"2009-U126",2009,"Hovsgol","roach",NA,312,NA,"",NA,31.2
"2009-U127",2009,"Hovsgol","roach",NA,318,NA,"",NA,31.8
"2009-U128",2009,"Hovsgol","roach",NA,318,NA,"",NA,31.8
"2009-U129",2009,"Hovsgol","roach",NA,322,NA,"",NA,32.2
"2009-U13",2009,"Hovsgol","grayling-unknown",NA,242,87,"",NA,24.2
"2009-U130",2009,"Hovsgol","roach",NA,323,NA,"",NA,32.3
"2009-U131",2009,"Hovsgol","roach",NA,342,NA,"",NA,34.2
"2009-U132",2009,"Hovsgol","roach",NA,348,NA,"",NA,34.8
"2009-U133",2009,"Hovsgol","roach",NA,395,NA,"",NA,39.5
"2009-U135",2009,"Hovsgol","burbot",NA,598,NA,"",NA,59.8
"2009-U136",2009,"Hovsgol","burbot",NA,642,NA,"",NA,64.2
"2009-U14",2009,"Hovsgol","grayling-unknown",NA,245,112,"",NA,24.5
"2009-U15",2009,"Hovsgol","grayling-unknown",NA,250,113,"",NA,25
"2009-U150",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U151",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U152",2009,"Hovsgol","grayling-unknown",NA,229,51,"",NA,22.9
"2009-U153",2009,"Hovsgol","grayling-unknown",NA,249,112,"",NA,24.9
"2009-U154",2009,"Hovsgol","grayling-unknown",NA,255,122,"",NA,25.5
"2009-U155",2009,"Hovsgol","grayling-unknown",NA,255,120,"",NA,25.5
"2009-U156",2009,"Hovsgol","grayling-unknown",NA,260,108,"",NA,26
"2009-U157",2009,"Hovsgol","grayling-unknown",NA,260,122,"",NA,26
"2009-U158",2009,"Hovsgol","grayling-unknown",NA,261,138,"",NA,26.1
"2009-U159",2009,"Hovsgol","grayling-unknown",NA,261,124,"",NA,26.1
"2009-U16",2009,"Hovsgol","grayling-unknown",NA,251,96,"",NA,25.1
"2009-U160",2009,"Hovsgol","grayling-unknown",NA,262,130,"",NA,26.2
"2009-U161",2009,"Hovsgol","grayling-unknown",NA,265,98,"",NA,26.5
"2009-U162",2009,"Hovsgol","grayling-unknown",NA,265,129,"",NA,26.5
"2009-U163",2009,"Hovsgol","grayling-unknown",NA,266,138,"",NA,26.6
"2009-U164",2009,"Hovsgol","grayling-unknown",NA,267,131,"",NA,26.7
"2009-U165",2009,"Hovsgol","grayling-unknown",NA,268,142,"",NA,26.8
"2009-U166",2009,"Hovsgol","grayling-unknown",NA,270,148,"",NA,27
"2009-U167",2009,"Hovsgol","grayling-unknown",NA,272,152,"",NA,27.2
"2009-U168",2009,"Hovsgol","grayling-unknown",NA,272,148,"",NA,27.2
"2009-U169",2009,"Hovsgol","grayling-unknown",NA,272,148,"",NA,27.2
"2009-U17",2009,"Hovsgol","grayling-unknown",NA,253,128,"",NA,25.3
"2009-U170",2009,"Hovsgol","grayling-unknown",NA,273,159,"",NA,27.3
"2009-U171",2009,"Hovsgol","grayling-unknown",NA,274,152,"",NA,27.4
"2009-U172",2009,"Hovsgol","grayling-unknown",NA,275,154,"",NA,27.5
"2009-U173",2009,"Hovsgol","grayling-unknown",NA,280,168,"",NA,28
"2009-U174",2009,"Hovsgol","grayling-unknown",NA,281,154,"",NA,28.1
"2009-U175",2009,"Hovsgol","grayling-unknown",NA,282,153,"",NA,28.2
"2009-U176",2009,"Hovsgol","grayling-unknown",NA,285,189,"",NA,28.5
"2009-U177",2009,"Hovsgol","grayling-unknown",NA,289,178,"",NA,28.9
"2009-U178",2009,"Hovsgol","grayling-unknown",NA,291,200,"",NA,29.1
"2009-U179",2009,"Hovsgol","grayling-unknown",NA,292,189,"",NA,29.2
"2009-U18",2009,"Hovsgol","grayling-unknown",NA,253,110,"",NA,25.3
"2009-U180",2009,"Hovsgol","grayling-unknown",NA,300,205,"",NA,30
"2009-U181",2009,"Hovsgol","grayling-unknown",NA,308,250,"",NA,30.8
"2009-U182",2009,"Hovsgol","grayling-unknown",NA,312,240,"",NA,31.2
"2009-U183",2009,"Hovsgol","grayling-unknown",NA,328,255,"",NA,32.8
"2009-U184",2009,"Hovsgol","grayling-unknown",NA,335,330,"",NA,33.5
"2009-U185",2009,"Hovsgol","perch",NA,327,NA,"",NA,32.7
"2009-U186",2009,"Hovsgol","perch",NA,369,NA,"",NA,36.9
"2009-U187",2009,"Hovsgol","perch",NA,392,NA,"",NA,39.2
"2009-U188",2009,"Hovsgol","perch",NA,400,NA,"",NA,40
"2009-U189",2009,"Hovsgol","perch",NA,410,NA,"",NA,41
"2009-U19",2009,"Hovsgol","grayling-unknown",NA,253,98,"",NA,25.3
"2009-U190",2009,"Hovsgol","perch",NA,412,NA,"",NA,41.2
"2009-U191",2009,"Hovsgol","roach",NA,242,124,"",NA,24.2
"2009-U192",2009,"Hovsgol","roach",NA,300,272,"",NA,30
"2009-U193",2009,"Hovsgol","roach",NA,301,290,"",NA,30.1
"2009-U194",2009,"Hovsgol","roach",NA,302,312,"",NA,30.2
"2009-U195",2009,"Hovsgol","roach",NA,317,345,"",NA,31.7
"2009-U196",2009,"Hovsgol","roach",NA,317,330,"",NA,31.7
"2009-U197",2009,"Hovsgol","roach",NA,327,NA,"",NA,32.7
"2009-U198",2009,"Hovsgol","roach",NA,342,422,"",NA,34.2
"2009-U199",2009,"Hovsgol","roach",NA,369,NA,"",NA,36.9
"2009-U2",2009,"Hovsgol","burbot",NA,631,1275.7,"",NA,63.1
"2009-U20",2009,"Hovsgol","grayling-unknown",NA,254,128,"",NA,25.4
"2009-U200",2009,"Hovsgol","roach",NA,392,NA,"",NA,39.2
"2009-U201",2009,"Hovsgol","roach",NA,400,NA,"",NA,40
"2009-U202",2009,"Hovsgol","roach",NA,410,NA,"",NA,41
"2009-U203",2009,"Hovsgol","roach",NA,412,NA,"",NA,41.2
"2009-U204",2009,"Hovsgol","burbot",NA,520,NA,"",NA,52
"2009-U205",2009,"Hovsgol","burbot",NA,550,NA,"",NA,55
"2009-U206",2009,"Hovsgol","burbot",NA,550,NA,"",NA,55
"2009-U207",2009,"Hovsgol","burbot",NA,570,NA,"",NA,57
"2009-U208",2009,"Hovsgol","burbot",NA,585,NA,"",NA,58.5
"2009-U209",2009,"Hovsgol","burbot",NA,585,NA,"",NA,58.5
"2009-U21",2009,"Hovsgol","grayling-unknown",NA,262,119,"",NA,26.2
"2009-U210",2009,"Hovsgol","grayling-unknown",NA,187,49,"",NA,18.7
"2009-U211",2009,"Hovsgol","grayling-unknown",NA,212,61,"",NA,21.2
"2009-U212",2009,"Hovsgol","grayling-unknown",NA,219,78,"",NA,21.9
"2009-U213",2009,"Hovsgol","grayling-unknown",NA,239,NA,"",NA,23.9
"2009-U214",2009,"Hovsgol","grayling-unknown",NA,239,NA,"",NA,23.9
"2009-U215",2009,"Hovsgol","grayling-unknown",NA,240,102,"",NA,24
"2009-U216",2009,"Hovsgol","grayling-unknown",NA,240,108,"",NA,24
"2009-U217",2009,"Hovsgol","grayling-unknown",NA,244,110,"",NA,24.4
"2009-U218",2009,"Hovsgol","grayling-unknown",NA,245,90,"",NA,24.5
