"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"G1103",2012,"Uur","grayling-Arctic",1,190,62.9,"F",NA,19
"G1080",2012,"Eg","grayling-Arctic",2,231,95.3,"F",NA,23.1
"G1066",2012,"Eg","grayling-Arctic",3,239,105.1,"F",NA,23.9
"G1081",2012,"Eg","grayling-Arctic",3,269,160.4,"F",NA,26.9
"G1068",2012,"Eg","grayling-Arctic",4,216,82.3,"F",NA,21.6
"G1351",2012,"Hovsgol","grayling-Hovsgol",4,214,67.9,"F",NA,21.4
"G141",2011,"Hovsgol","grayling-Hovsgol",5,245,146,"F",NA,24.5
"G2156",2013,"Hovsgol","grayling-Hovsgol",5,222,79,"F",NA,22.2
"G1242",2012,"Hovsgol","grayling-Hovsgol",6,230,75.5,"F",NA,23
"G2192",2013,"Hovsgol","grayling-Hovsgol",8,253,125,"F",NA,25.3
"131",2009,"Hovsgol","grayling-unknown",6,257,142,"F",NA,25.7
"203",2009,"Hovsgol","grayling-unknown",7,309,228,"F",NA,30.9
"134",2009,"Hovsgol","grayling-Hovsgol",11,369,352,"F",NA,36.9
"L1114",2012,"Uur","lenok",3,291,231.1,"F",NA,29.1
"157",2009,"Hovsgol","grayling-unknown",4,230,92,"F",NA,23
"L1189",2012,"Hovsgol","lenok",5,505,1232,"F",NA,50.5
"LE2046",2013,"Hovsgol","lenok",5,455,1000,"F",NA,45.5
"G2198",2013,"Hovsgol","grayling-Hovsgol",8,238,99,"F",NA,23.8
"G1260",2012,"Hovsgol","grayling-Hovsgol",9,285,108,"F",NA,28.5
"G1234",2012,"Hovsgol","grayling-Hovsgol",10,255,103.9,"F",NA,25.5
"G2145",2013,"Hovsgol","grayling-Hovsgol",10,238,105.4,"F",NA,23.8
"G1294",2012,"Hovsgol","grayling-Arctic",11,382,361,"F",NA,38.2
"G1328",2012,"Hovsgol","grayling-Hovsgol",12,366,359,"F",NA,36.6
"G1006",2012,"Uur","grayling-Arctic",2,254,135.6,"F",NA,25.4
"G1064",2012,"Eg","grayling-Arctic",3,265,151.2,"F",NA,26.5
"G1069",2012,"Eg","grayling-Arctic",3,265,167.9,"F",NA,26.5
"G1074",2012,"Eg","grayling-Arctic",3,251,149.7,"F",NA,25.1
"G1104",2012,"Uur","grayling-Arctic",3,245,131.9,"F",NA,24.5
"G1118",2012,"Uur","grayling-Arctic",3,220,82.7,"F",NA,22
"G1224",2012,"Hovsgol","grayling-Arctic",3,252,129,"F",NA,25.2
"G1228",2012,"Hovsgol","grayling-Arctic",3,266,150,"F",NA,26.6
"G1051",2012,"Eg","grayling-Arctic",4,258,155.6,"F",NA,25.8
"G17",2011,"Eg-Uur-DSC","grayling-Arctic",5,300,229,"F",NA,30
"G1065",2012,"Eg","grayling-Arctic",2,279,178.7,"F",NA,27.9
"G1295",2012,"Hovsgol","grayling-Hovsgol",6,293,204.4,"F",NA,29.3
"G2216",2013,"Hovsgol","grayling-Hovsgol",6,268,133.1,"F",NA,26.8
"G2277",2013,"Hovsgol","grayling-Hovsgol",7,253,110,"F",NA,25.3
"G2213",2013,"Hovsgol","grayling-Hovsgol",7,263,133.3,"F",NA,26.3
"212",2009,"Hovsgol","grayling-Hovsgol",5,215,58,"F",NA,21.5
"136",2009,"Hovsgol","grayling-Hovsgol",6,277,159,"F",NA,27.7
"201",2009,"Hovsgol","grayling-Hovsgol",12,324,260,"F",NA,32.4
"Le32",2011,"Hovsgol","lenok",3,300,208,"F",NA,30
"L1123",2012,"Uur","lenok",5,416,535,"F",NA,41.6
"L1115",2012,"Uur","lenok",6,444,790,"F",NA,44.4
"G16",2011,"Eg-Uur-DSC","grayling-Arctic",4,282,197.2,"F",NA,28.2
"LE2049",2013,"Hovsgol","lenok",5,395,532,"F",NA,39.5
"221",2009,"Hovsgol","grayling-unknown",9,245,118,"F",NA,24.5
"L1106",2012,"Uur","lenok",6,472,965,"F",NA,47.2
"LE2060",2013,"Hovsgol","lenok",6,405,672,"F",NA,40.5
"36",2009,"Hovsgol","grayling-unknown",4,207,68,"F",NA,20.7
"L1088",2012,"Eg","lenok",4,412,685,"F",NA,41.2
"LE2031",2013,"Hovsgol","lenok",4,378,460,"F",NA,37.8
"214",2009,"Hovsgol","grayling-unknown",5,249,97,"F",NA,24.9
"L1090",2012,"Eg","lenok",5,442,846,"F",NA,44.2
"L1100",2012,"Eg","lenok",5,470,1100,"F",NA,47
"L1101",2012,"Eg","lenok",5,415,610,"F",NA,41.5
"L1108",2012,"Uur","lenok",5,379,438,"F",NA,37.9
"L1170",2012,"Hovsgol","lenok",5,415,578,"F",NA,41.5
"L1204",2012,"Hovsgol","lenok",5,470,989,"F",NA,47
"L1205",2012,"Hovsgol","lenok",5,487,1100,"F",NA,48.7
"L1208",2012,"Hovsgol","lenok",5,416,618,"F",NA,41.6
"LE2042",2013,"Hovsgol","lenok",5,385,442,"F",NA,38.5
"G2206",2013,"Hovsgol","grayling-Hovsgol",5,237,85,"F",NA,23.7
"L1025",2012,"Uur","lenok",6,437,778,"F",NA,43.7
"L1117",2012,"Uur","lenok",6,457,859,"F",NA,45.7
"L1122",2012,"Uur","lenok",6,483,880,"F",NA,48.3
"L1190",2012,"Hovsgol","lenok",6,497,1130,"F",NA,49.7
"L1198",2012,"Hovsgol","lenok",6,465,954,"F",NA,46.5
"L1201",2012,"Hovsgol","lenok",6,442,969,"F",NA,44.2
"L1207",2012,"Hovsgol","lenok",6,465,959,"F",NA,46.5
"LE2059",2013,"Hovsgol","lenok",6,493,1129,"F",NA,49.3
"LE2062",2013,"Hovsgol","lenok",6,522,1570,"F",NA,52.2
"L1096",2012,"Eg","lenok",7,440,882,"F",NA,44
"G1334",2012,"Hovsgol","grayling-Hovsgol",7,235,100.1,"F",2294,23.5
"G1159",2012,"Hovsgol","grayling-Hovsgol",12,244,92,"F",NA,24.4
"G2283",2013,"Hovsgol","grayling-Hovsgol",12,271,118,"F",NA,27.1
"G1244",2012,"Hovsgol","grayling-Hovsgol",13,375,363,"F",NA,37.5
"G1028",2012,"Eg","grayling-Arctic",1,137,19.1,"F",NA,13.7
"G1049",2012,"Eg","grayling-Arctic",2,234,101,"F",NA,23.4
"G1075",2012,"Eg","grayling-Arctic",2,246,124.2,"F",NA,24.6
"G1222",2012,"Hovsgol","grayling-Arctic",2,280,147,"F",NA,28
"G1098",2012,"Uur","grayling-Arctic",3,269,174.3,"F",NA,26.9
"G1113",2012,"Uur","grayling-Arctic",5,322,330,"F",NA,32.2
"G1359",2012,"Hovsgol","grayling-Hovsgol",4,200,55,"F",NA,20
"G1273",2012,"Hovsgol","grayling-Hovsgol",5,208,56,"F",NA,20.8
"226",2009,"Hovsgol","grayling-Hovsgol",4,227,88,"F",NA,22.7
"227",2009,"Hovsgol","grayling-Arctic",5,225,85,"F",NA,22.5
"135",2009,"Hovsgol","grayling-Hovsgol",6,274,143,"F",NA,27.4
"87",2009,"Hovsgol","grayling-unknown",1,132,15,"F",NA,13.2
"L1171",2012,"Hovsgol","lenok",3,261,132,"F",NA,26.1
"L1211",2012,"Hovsgol","lenok",3,333,302,"F",NA,33.3
"L1091",2012,"Eg","lenok",4,379,487,"F",NA,37.9
"L1105",2012,"Eg","lenok",5,441,765,"F",NA,44.1
"L1196",2012,"Hovsgol","lenok",5,497,1102,"F",NA,49.7
"L1191",2012,"Hovsgol","lenok",4.5,519,1300,"F",NA,51.9
"LE2035",2013,"Hovsgol","lenok",6.5,553,1550,"F",NA,55.3
"G2285",2013,"Hovsgol","grayling-Hovsgol",8,321,206,"F",NA,32.1
"LE2034",2013,"Hovsgol","lenok",8,585,1750,"F",NA,58.5
"P1004",2012,"Hovsgol","perch",15,399,852,"F",NA,39.9
"P2004",2013,"Hovsgol","perch",15.5,401,939,"F",NA,40.1
"1",2009,"Hovsgol","grayling-Arctic",NA,253,136,"F",1944,25.3
"2",2009,"Hovsgol","grayling-Hovsgol",NA,250,165,"F",NA,25
"5",2009,"Hovsgol","grayling-Hovsgol",NA,250,130,"F",NA,25
"8",2009,"Hovsgol","grayling-Hovsgol",NA,237,84,"F",NA,23.7
"12",2009,"Hovsgol","grayling-Hovsgol",NA,240,95,"F",NA,24
"39",2009,"Hovsgol","grayling-Hovsgol",NA,276,162,"F",NA,27.6
"40",2009,"Hovsgol","grayling-Hovsgol",NA,278,172,"F",NA,27.8
"66",2009,"Hovsgol","grayling-Hovsgol",NA,250,100,"F",NA,25
"67",2009,"Hovsgol","grayling-unknown",NA,229,88,"F",NA,22.9
"68",2009,"Hovsgol","grayling-Hovsgol",NA,217,68,"F",NA,21.7
"69",2009,"Hovsgol","grayling-Arctic",NA,221,73,"F",NA,22.1
"70",2009,"Hovsgol","grayling-Hovsgol",NA,239,98,"F",2612,23.9
"71",2009,"Hovsgol","grayling-Hovsgol",NA,204,61,"F",NA,20.4
"72",2009,"Hovsgol","grayling-Hovsgol",NA,206,59,"F",NA,20.6
"74",2009,"Hovsgol","grayling-unknown",NA,200,58,"F",NA,20
"126",2009,"Hovsgol","grayling-Hovsgol",NA,229,79,"F",2105,22.9
"127",2009,"Hovsgol","grayling-Hovsgol",NA,226,83,"F",2130,22.6
"128",2009,"Hovsgol","grayling-Hovsgol",NA,220,66,"F",NA,22
"130",2009,"Hovsgol","grayling-Hovsgol",NA,281,159,"F",NA,28.1
"137",2009,"Hovsgol","grayling-Hovsgol",NA,274,149,"F",NA,27.4
"139",2009,"Hovsgol","grayling-Hovsgol",NA,251,104,"F",NA,25.1
"145",2009,"Hovsgol","grayling-Hovsgol",NA,291,155,"F",NA,29.1
"167",2009,"Hovsgol","grayling-Hovsgol",NA,299,223,"F",NA,29.9
"193",2009,"Hovsgol","grayling-Hovsgol",NA,231,95,"F",NA,23.1
"195",2009,"Hovsgol","grayling-Hovsgol",NA,242,126,"F",NA,24.2
"199",2009,"Hovsgol","grayling-Hovsgol",NA,309,235,"F",NA,30.9
"200",2009,"Hovsgol","grayling-Hovsgol",NA,237,111,"F",2404,23.7
"204",2009,"Hovsgol","grayling-Hovsgol",NA,291,202,"F",NA,29.1
"210",2009,"Hovsgol","grayling-Hovsgol",NA,241,108,"F",2506,24.1
"211",2009,"Hovsgol","grayling-Hovsgol",NA,208,56,"F",NA,20.8
"2009-U138",2009,"Hovsgol","grayling-Hovsgol",NA,NA,NA,"F",NA,NA
"194",2009,"Hovsgol","grayling-Arctic",NA,256,126,"F",NA,25.6
"6",2009,"Hovsgol","grayling-Hovsgol",NA,181,49.5,"F",NA,18.1
"9",2009,"Hovsgol","grayling-Hovsgol",NA,226,69.6,"F",NA,22.6
"B150",2009,"Hovsgol","perch",NA,364,640,"F",NA,36.4
"B152",2009,"Hovsgol","perch",NA,192,76,"F",NA,19.2
"B171",2009,"Hovsgol","lenok",NA,532,1335,"F",NA,53.2
"B190",2009,"Hovsgol","perch",NA,230,145,"F",NA,23
"B125",2009,"Hovsgol","burbot",NA,511,702,"F",NA,51.1
"B034",2009,"Hovsgol","burbot",NA,685,2250,"F",NA,68.5
"G2204",2013,"Hovsgol","grayling-Hovsgol",NA,220,70,"F",NA,22
"G1370",2012,"Hovsgol","grayling-Hovsgol",NA,262,126,"F",NA,26.2
"G1371",2012,"Hovsgol","grayling-Hovsgol",NA,287,188,"F",3086,28.7
"G1372",2012,"Hovsgol","grayling-Hovsgol",NA,219,69,"F",NA,21.9
"G1373",2012,"Hovsgol","grayling-Hovsgol",NA,238,94,"F",NA,23.8
"G2278",2013,"Hovsgol","grayling-Hovsgol",NA,259,113,"F",NA,25.9
"HV 36",2006,"Hovsgol","lenok",NA,500,905,"F",NA,50
"HV 56",2006,"Hovsgol","grayling-unknown",NA,293,165,"F",NA,29.3
"HV 57",2006,"Hovsgol","grayling-unknown",NA,310,230,"F",NA,31
"HV 43",2006,"Hovsgol","roach",NA,352,390,"F",NA,35.2
"HV 44",2006,"Hovsgol","grayling-unknown",NA,250,105,"F",NA,25
"HV 78",2006,"Hovsgol","perch",NA,320,365,"F",NA,32
"HV 79",2006,"Hovsgol","perch",NA,282,275,"F",NA,28.2
"HV 81",2006,"Hovsgol","roach",NA,260,215,"F",NA,26
"HV 84",2006,"Hovsgol","roach",NA,359,500,"F",NA,35.9
"HV 77",2006,"Hovsgol","lenok",NA,405,680,"F",NA,40.5
"HV 63",2006,"Hovsgol","roach",NA,341,490,"F",NA,34.1
"HV 65",2006,"Hovsgol","roach",NA,342,440,"F",NA,34.2
"HV 67",2006,"Hovsgol","roach",NA,368,610,"F",NA,36.8
"HV 71",2006,"Hovsgol","grayling-unknown",NA,303,215,"F",NA,30.3
"HV 75",2006,"Hovsgol","lenok",NA,400,550,"F",NA,40
"HV 88",2006,"Hovsgol","roach",NA,375,555,"F",NA,37.5
"HV 89",2006,"Hovsgol","burbot",NA,530,810,"F",NA,53
"HV 90",2006,"Hovsgol","burbot",NA,475,625,"F",NA,47.5
"HV 92",2006,"Hovsgol","burbot",NA,420,620,"F",NA,42
"HV 95",2006,"Hovsgol","roach",NA,345,455,"F",NA,34.5
"HV 98",2006,"Hovsgol","roach",NA,340,375,"F",NA,34
"HV 99",2006,"Hovsgol","roach",NA,320,350,"F",NA,32
"HV 101",2006,"Hovsgol","perch",NA,370,610,"F",NA,37
"G2119",2013,"Hovsgol","grayling-Hovsgol",NA,237,107.8,"F",1719,23.7
"G2132",2013,"Hovsgol","grayling-unknown",NA,227,82,"F",1342,22.7
"G2136",2013,"Hovsgol","grayling-unknown",NA,232,99,"F",2345,23.2
"G2142",2013,"Hovsgol","grayling-unknown",NA,231,103,"F",2439,23.1
"G1309",2012,"Hovsgol","grayling-unknown",NA,276,148.5,"F",NA,27.6
"HV 64",2006,"Hovsgol","roach",NA,334,440,"F",NA,33.4
"HV 66",2006,"Hovsgol","roach",NA,359,580,"F",NA,35.9
"B025",2009,"Hovsgol","perch",NA,411,992,"F",NA,41.1
"G90-91-93b",2011,"Hovsgol","grayling-Hovsgol",NA,239,78,"F",NA,23.9
"G178",2011,"Hovsgol","grayling-Hovsgol",NA,253,107,"F",NA,25.3
"G185",2011,"Hovsgol","grayling-Hovsgol",NA,278,111,"F",NA,27.8
"G192",2011,"Hovsgol","grayling-unknown",NA,250,110,"F",NA,25
"G193",2011,"Hovsgol","grayling-unknown",NA,301,202,"F",NA,30.1
"G195",2011,"Hovsgol","grayling-unknown",NA,270,119,"F",NA,27
"G26",2011,"Eg","grayling-Arctic",NA,268,162,"F",NA,26.8
"G31",2011,"Eg","grayling-Arctic",NA,243,121,"F",NA,24.3
"G88",2011,"Hovsgol","grayling-Hovsgol",NA,262,109,"F",NA,26.2
"G89",2011,"Hovsgol","grayling-Hovsgol",NA,226,97,"F",NA,22.6
"G215",2011,"Hovsgol","grayling-Hovsgol",NA,246,100,"F",NA,24.6
"G217",2011,"Hovsgol","grayling-Hovsgol",NA,237,101,"F",NA,23.7
"G218",2011,"Hovsgol","grayling-Hovsgol",NA,250,85,"F",NA,25
"G79",2011,"Hovsgol","grayling-Arctic",3,255,135,"F",NA,25.5
"G74",2011,"Hovsgol","grayling-unknown",NA,247,112,"F",NA,24.7
"G75",2011,"Hovsgol","grayling-unknown",NA,255,133,"F",NA,25.5
"G76",2011,"Hovsgol","grayling-unknown",NA,306,195,"F",NA,30.6
"G83",2011,"Hovsgol","grayling-unknown",NA,292,194,"F",NA,29.2
"G85",2011,"Hovsgol","grayling-unknown",NA,302,177,"F",NA,30.2
"Le35",2011,"Hovsgol","lenok",NA,283,173,"F",NA,28.3
"G78",2011,"Hovsgol","grayling-Hovsgol",NA,306,223,"F",NA,30.6
"G45",2011,"Hovsgol","grayling-unknown",NA,225,84.8,"F",NA,22.5
"G46",2011,"Hovsgol","grayling-unknown",NA,244,105.8,"F",NA,24.4
"G53",2011,"Hovsgol","grayling-unknown",NA,245,114.8,"F",NA,24.5
"G54",2011,"Hovsgol","grayling-unknown",NA,248,118.8,"F",NA,24.8
"G56",2011,"Hovsgol","grayling-unknown",NA,212,58.2,"F",NA,21.2
"G60",2011,"Hovsgol","grayling-unknown",NA,233,99.2,"F",NA,23.3
"G63",2011,"Hovsgol","grayling-unknown",NA,249,100.6,"F",NA,24.9
"G67",2011,"Hovsgol","grayling-unknown",NA,269,114.4,"F",NA,26.9
"G68",2011,"Hovsgol","grayling-unknown",NA,206,43.8,"F",NA,20.6
"G69",2011,"Hovsgol","grayling-Hovsgol",NA,282,164,"F",NA,28.2
"G70",2011,"Hovsgol","grayling-Hovsgol",NA,315,272.6,"F",NA,31.5
"G72",2011,"Hovsgol","grayling-Hovsgol",NA,241,104.8,"F",NA,24.1
"G73",2011,"Hovsgol","grayling-Hovsgol",NA,250,83,"F",NA,25
"Le03",2011,"Eg-Uur-DSC","lenok",NA,544,1200,"F",NA,54.4
"G18",2011,"Eg-Uur-DSC","grayling-Arctic",NA,270,161,"F",NA,27
"G180",2011,"Hovsgol","grayling-Hovsgol",NA,271,149,"F",NA,27.1
"B026",2009,"Hovsgol","perch",NA,389,792,"F",NA,38.9
"B027",2009,"Hovsgol","perch",NA,385,661,"F",NA,38.5
"B028",2009,"Hovsgol","roach",NA,337,452,"F",NA,33.7
"B030",2009,"Hovsgol","roach",NA,298,262,"F",NA,29.8
"B035",2009,"Hovsgol","burbot",NA,664,2345,"F",NA,66.4
"B057",2009,"Hovsgol","lenok",NA,501,1200,"F",NA,50.1
"B128",2009,"Hovsgol","perch",NA,436,1250,"F",NA,43.6
"B132",2009,"Hovsgol","perch",NA,476,1799,"F",NA,47.6
"B129",2009,"Hovsgol","perch",NA,447,1460,"F",NA,44.7
"B130",2009,"Hovsgol","perch",NA,460,1460,"F",NA,46
"B147",2009,"Hovsgol","perch",NA,402,1050,"F",NA,40.2
"Le16",2011,"Uur","lenok",NA,340,314,"F",NA,34
"G2312",2013,"Hovsgol","grayling-Hovsgol",NA,289,210,"F",NA,28.9
"G100",2011,"Hovsgol","grayling-unknown",NA,259,113.8,"F",NA,25.9
"G03",2011,"Uur","grayling-Arctic",NA,285,201,"F",NA,28.5
"G05",2011,"Uur","grayling-Arctic",NA,243,119,"F",NA,24.3
"G06",2011,"Uur","grayling-Arctic",NA,240,105,"F",NA,24
"PP2001",2013,"Hovsgol","Phoxinus",NA,73,2.44,"F",NA,7.3
"PP2010",2013,"Hovsgol","Phoxinus",NA,72,3,"F",NA,7.2
"PP2014",2013,"Hovsgol","Phoxinus",NA,68,3,"F",NA,6.8
"G2197",2013,"Hovsgol","grayling-Hovsgol",NA,263,117,"F",NA,26.3
"G2257",2013,"Hovsgol","grayling-unknown",NA,242,105,"F",NA,24.2
"G2325",2013,"Hovsgol","grayling-unknown",NA,283,145,"F",NA,28.3
"BT2001",2013,"Hovsgol","stone loach",NA,152,23,"F",NA,15.2
"G2315",2013,"Hovsgol","grayling-Hovsgol",NA,282,157,"F",NA,28.2
"G2317",2013,"Hovsgol","grayling-Hovsgol",NA,275,141,"F",NA,27.5
"G2323",2013,"Hovsgol","grayling-Hovsgol",NA,270,125,"F",NA,27
"PP2005",2013,"Hovsgol","Phoxinus",NA,72.8,2.8,"F",NA,7.28
"LL2015",2013,"Hovsgol","burbot",NA,495,700,"F",NA,49.5
"PP2007",2013,"Hovsgol","Phoxinus",NA,95.5,9,"F",NA,9.55
"RR2025",2013,"Hovsgol","roach",NA,218,106,"F",NA,21.8
"HV 26",2006,"Hovsgol","grayling-unknown",NA,226,91,"F",NA,22.6
"HV 28",2006,"Hovsgol","grayling-unknown",NA,246,115,"F",NA,24.6
"HV 30",2006,"Hovsgol","grayling-unknown",NA,265,145,"F",NA,26.5
"HV 18",2006,"Hovsgol","grayling-unknown",NA,305,190,"F",NA,30.5
"B059",2009,"Hovsgol","lenok",NA,507,1300,"F",NA,50.7
"B060",2009,"Hovsgol","lenok",NA,478,1125,"F",NA,47.8
"B061",2009,"Hovsgol","lenok",NA,440,840,"F",NA,44
"B065",2009,"Hovsgol","lenok",NA,497,1150,"F",NA,49.7
"B066",2009,"Hovsgol","lenok",NA,437,705,"F",NA,43.7
"B067",2009,"Hovsgol","lenok",NA,381,488,"F",NA,38.1
"B069",2009,"Hovsgol","lenok",NA,440,875,"F",NA,44
"B070",2009,"Hovsgol","lenok",NA,383,535,"F",NA,38.3
"B072",2009,"Hovsgol","perch",NA,417,1010,"F",NA,41.7
"B073",2009,"Hovsgol","perch",NA,360,590,"F",NA,36
"B074",2009,"Hovsgol","perch",NA,327,494,"F",NA,32.7
"B076",2009,"Hovsgol","perch",NA,368,670,"F",NA,36.8
"B077",2009,"Hovsgol","perch",NA,305,380,"F",NA,30.5
"B078",2009,"Hovsgol","perch",NA,373,735,"F",NA,37.3
"G99",2011,"Hovsgol","grayling-unknown",NA,257,121.6,"F",NA,25.7
"Le25",2011,"Eg","lenok",NA,505,1122,"F",NA,50.5
"P2003",2013,"Hovsgol","perch",NA,300,342,"F",NA,30
"G163",2011,"Hovsgol","grayling-Hovsgol",NA,357,393,"F",NA,35.7
"G1129",2012,"Eg-near Hovsgol","grayling-Arctic",NA,222,NA,"F",NA,22.2
"RR1047",2012,"Hovsgol","roach",NA,365,NA,"F",NA,36.5
"RR1048",2012,"Hovsgol","roach",NA,281,NA,"F",NA,28.1
"RR1041",2012,"Hovsgol","roach",NA,373,NA,"F",NA,37.3
"G13",2011,"Uur or Eg-Uur-DSC","grayling-Arctic",NA,252,127,"F",NA,25.2
"G2124",2013,"Hovsgol","grayling-Hovsgol",NA,223,69,"F",NA,22.3
"G2152",2013,"Hovsgol","grayling-Hovsgol",NA,245,102,"F",NA,24.5
"G2301",2013,"Hovsgol","grayling-unknown",NA,296,128,"F",NA,29.6
"HV 70",2006,"Hovsgol","grayling-unknown",NA,273,150,"F",NA,27.3
"G2298",2013,"Hovsgol","grayling-unknown",NA,189,74,"F",NA,18.9
"HV 7",2006,"Hovsgol","lenok",NA,449,800,"F",NA,44.9
"HV 35",2006,"Hovsgol","lenok",NA,475,905,"F",NA,47.5
"B036",2009,"Hovsgol","lenok",NA,476,940,"F",NA,47.6
"HV 10",2006,"Hovsgol","perch",NA,NA,265,"F",NA,NA
"T5",2012,"Uur","taimen",NA,864,5500,"F",NA,86.4
"G244",2011,"Hovsgol","grayling-unknown",NA,251,NA,"F",NA,25.1
"B056",2009,"Hovsgol","lenok",NA,515,1200,"F",NA,51.5
"Le09",2011,"Uur","lenok",NA,501,1022,"F",NA,50.1
"Le07",2011,"Eg","lenok",NA,433,805,"F",NA,43.3
"Le22",2011,"Eg","lenok",NA,454,909,"F",NA,45.4
"Le24",2011,"Eg","lenok",NA,491,1007,"F",NA,49.1
"G02",2011,"Uur","grayling-Arctic",NA,245,NA,"F",NA,24.5
"LL2012",2013,"Hovsgol","burbot",NA,592,1200,"F",NA,59.2
"LL2013",2013,"Hovsgol","burbot",NA,455,520,"F",NA,45.5
"LL2014",2013,"Hovsgol","burbot",NA,605,1400,"F",NA,60.5
"LL2016",2013,"Hovsgol","burbot",NA,656,1650,"F",NA,65.6
"RR2027",2013,"Hovsgol","roach",NA,222,108,"F",NA,22.2
"TA2008b",2013,"Hovsgol","grayling-Hovsgol",NA,300,200,"F",NA,30
"G246",2011,"Hovsgol","grayling-Hovsgol",NA,254,102,"F",NA,25.4
"G253",2011,"Hovsgol","grayling-unknown",NA,248,118,"F",NA,24.8
"G241",2011,"Hovsgol","grayling-unknown",NA,224,175,"F",NA,22.4
"G252",2011,"Hovsgol","grayling-unknown",NA,245,82,"F",NA,24.5
"G2242",2013,"Hovsgol","grayling-unknown",NA,182,NA,"F",NA,18.2
"10",2009,"Hovsgol","grayling-Hovsgol",NA,330,298,"F",NA,33
"G2002",2012,"Hovsgol","grayling-Hovsgol",NA,295,173,"F",NA,29.5
"G2004",2012,"Hovsgol","grayling-Hovsgol",NA,296,201,"F",NA,29.6
"G2007",2012,"Hovsgol","grayling-Hovsgol",NA,265,141,"F",NA,26.5
"G30",2011,"Eg","grayling-Arctic",4,213,NA,"F",NA,21.3
"G212",2011,"Hovsgol","grayling-unknown",NA,244,112,"F",NA,24.4
"G1133",2012,"Eg-near Hovsgol","grayling-Arctic",2,150,24.3,"F",NA,15
"G1348",2012,"Hovsgol","grayling-Hovsgol",4,198,50.8,"F",NA,19.8
"G1266",2012,"Hovsgol","grayling-Hovsgol",6,247,103,"F",3189,24.7
"B058",2009,"Hovsgol","lenok",10,595,1750,"F",NA,59.5
"17",2009,"Hovsgol","grayling-unknown",NA,233,81,"F",NA,23.3
"18",2009,"Hovsgol","grayling-unknown",NA,364,372,"F",NA,36.4
"22",2009,"Hovsgol","grayling-unknown",NA,221,84,"F",NA,22.1
"24",2009,"Hovsgol","grayling-unknown",NA,238,112,"F",NA,23.8
"27",2009,"Hovsgol","grayling-unknown",NA,347,320,"F",NA,34.7
"29",2009,"Hovsgol","grayling-unknown",NA,246,129,"F",2734,24.6
"32",2009,"Hovsgol","grayling-unknown",NA,271,100,"F",NA,27.1
"34",2009,"Hovsgol","grayling-unknown",NA,275,90,"F",2210,27.5
"35",2009,"Hovsgol","grayling-unknown",NA,257,124,"F",NA,25.7
"47",2009,"Hovsgol","grayling-unknown",NA,255,114,"F",NA,25.5
"56",2009,"Hovsgol","grayling-unknown",NA,264,134,"F",NA,26.4
"58",2009,"Hovsgol","grayling-unknown",NA,265,134,"F",NA,26.5
"76",2009,"Hovsgol","grayling-unknown",NA,240,84,"F",NA,24
"77",2009,"Hovsgol","grayling-unknown",NA,204,58,"F",NA,20.4
"79",2009,"Hovsgol","grayling-unknown",NA,197,46,"F",NA,19.7
"80",2009,"Hovsgol","grayling-unknown",NA,192,54,"F",NA,19.2
"81",2009,"Hovsgol","grayling-unknown",NA,218,84,"F",1640,21.8
"82",2009,"Hovsgol","grayling-unknown",NA,202,58,"F",NA,20.2
"83",2009,"Hovsgol","grayling-unknown",NA,202,62,"F",NA,20.2
"84",2009,"Hovsgol","grayling-unknown",NA,243,75,"F",NA,24.3
"88",2009,"Hovsgol","grayling-unknown",NA,156,26,"F",NA,15.6
"89",2009,"Hovsgol","grayling-unknown",NA,146,19.5,"F",NA,14.6
"97",2009,"Hovsgol","grayling-unknown",NA,267,141,"F",NA,26.7
"99",2009,"Hovsgol","grayling-unknown",NA,259,110,"F",2290,25.9
"100",2009,"Hovsgol","grayling-unknown",NA,284,133,"F",NA,28.4
"102",2009,"Hovsgol","grayling-unknown",NA,239,111,"F",NA,23.9
"104",2009,"Hovsgol","grayling-unknown",NA,289,185,"F",NA,28.9
"107",2009,"Hovsgol","grayling-unknown",NA,251,108,"F",NA,25.1
"108",2009,"Hovsgol","grayling-unknown",NA,246,99,"F",NA,24.6
"119",2009,"Hovsgol","grayling-unknown",NA,221,64,"F",NA,22.1
"141",2009,"Hovsgol","grayling-unknown",NA,242,97,"F",NA,24.2
"143",2009,"Hovsgol","grayling-unknown",NA,254,129,"F",NA,25.4
"147",2009,"Hovsgol","grayling-unknown",NA,260,134,"F",NA,26
"149",2009,"Hovsgol","grayling-unknown",NA,292,159,"F",NA,29.2
"152",2009,"Hovsgol","grayling-unknown",NA,272,140,"F",NA,27.2
"154",2009,"Hovsgol","grayling-unknown",NA,246,114,"F",NA,24.6
"156",2009,"Hovsgol","grayling-unknown",NA,283,152,"F",NA,28.3
"223",2009,"Hovsgol","grayling-unknown",NA,246,115,"F",3309,24.6
"224",2009,"Hovsgol","grayling-unknown",NA,245,114,"F",2830,24.5
"2009-U140",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"F",NA,NA
"2009-U143",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"F",NA,NA
"2009-U144",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"F",NA,NA
"2009-U145",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"F",NA,NA
