"SITE","NOME","X","Y","ILLUMINATION","VINES","DM97","DM98","DM99","DM00","DM01","DM02","DM03","DM04","DM05","DM06","DM07","DM08","DM09","INC9597","INC9798","INC9899","INC9900","INC0001","INC0102","INC0203","INC0304","INC0405","INC0506","INC0607","INC0708","INC0809","FRT97","FRT98","FRT99","FRT00","FRT01","FRT02","FRT03","FRT04","FRT05","FRT06","FRT07","FRT08","FRT09"
"CR",10,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,3,9,2,0,5,15,2,11,0,0
"CR",11,NA,NA,3,0,49.3,49.9,50.4,51.3,51.9,52.8,53.8,54.5,55.3,56.2,57,57.7,58.5,0.65,0.6,0.55,0.85,0.65,0.9,0.95,0.7,0.85,0.85,0.85,0.65,0.85,4,3,0,2,9,0,0,2,20,19,1,0,0
"CR",12,NA,NA,3,1,31.8,33.3,33.7,33.8,33.9,34.1,NA,NA,NA,NA,NA,NA,NA,0.6,1.5,0.4,0.1,0.1,0.15,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"CR",13,NA,NA,1,2,21.9,22.8,22.9,23.4,24,24.7,25.3,26,26.4,26.8,27.1,27.2,27.3,0.5,0.85,0.1,0.55,0.55,0.75,0.55,0.7,0.4,0.4,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",14,NA,NA,3,0,38.1,38.7,39.1,39.9,40.8,41.8,42.7,43.4,44.2,45,45.3,45.6,46.4,0.1,0.65,0.4,0.75,0.9,1.05,0.9,0.7,0.75,0.85,0.3,0.3,0.8,1,0,5,8,35,8,12,8,7,0,5,11,0
"CR",15,NA,NA,0,3,32.2,32.3,32.5,32.5,32.5,32.5,32.7,32.7,32.8,33.3,33.1,33.1,33.5,-0.1,0.1,0.25,-0.05,0,0.05,0.2,0,0.1,0.45,-0.2,0.05,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",16,NA,NA,4,0,48.9,49.5,50,50.4,50.8,51.5,51.7,52.3,52.6,52.8,53.2,53.5,53.9,0.35,0.6,0.5,0.4,0.45,0.65,0.2,0.6,0.35,0.15,0.4,0.3,0.45,9,0,0,2,2,0,1,1,0,0,1,2,0
"CR",17,NA,NA,2,0,61.1,61.7,62.2,62.9,63.4,64.1,64.7,64.6,65.1,65.3,65.5,66,66.3,0,0.6,0.5,0.65,0.55,0.7,0.55,-0.05,0.45,0.2,0.25,0.45,0.35,1,3,1,2,4,0,3,2,3,4,0,0,0
"CR",18,NA,NA,3,2,62.4,63.2,64,64.7,65.5,66.3,67.1,67.9,68.5,69.2,69.8,70.3,70.6,0.25,0.75,0.8,0.75,0.8,0.75,0.8,0.85,0.6,0.7,0.55,0.5,0.3,60,3,5,40,1,0,12,3,9,0,0,0,0
"CR",19,NA,NA,1,0,24.3,25.1,25.7,26.9,28,29.1,30,31,31.9,32.5,33.4,34.2,35.3,0.3,0.75,0.65,1.2,1.1,1.1,0.85,1.05,0.85,0.65,0.85,0.85,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",20,NA,NA,3,0,45.3,46.1,47,48.5,49.6,50.9,52.4,53.8,55.3,56.3,57.2,57.9,59.1,0.6,0.8,0.9,1.45,1.1,1.35,1.5,1.4,1.5,1,0.85,0.7,1.25,0,0,0,0,1,0,1,2,6,0,13,20,0
"CR",21,NA,NA,3,0,40.8,41.2,41.7,42,42.3,42.6,42.9,43.2,43.3,43.8,43.7,43.8,44.1,0.4,0.4,0.5,0.3,0.3,0.3,0.3,0.25,0.15,0.45,-0.1,0.15,0.3,15,12,6,10,4,17,20,1,3,7,12,6,12
"CR",22,NA,NA,3,0,37.9,38.7,39.1,39.9,40.5,41.1,42.1,43,44,45,45.9,46.7,47.6,0.5,0.8,0.4,0.85,0.6,0.6,0.95,0.9,1,1,0.9,0.8,0.9,0,1,6,4,0,4,1,4,4,8,18,2,12
"CR",23,NA,NA,3,0,43.9,44.5,44.9,45.2,45.4,45.6,46,46,46,46.2,46,46.1,46.2,0.5,0.6,0.4,0.25,0.2,0.2,0.4,0,0,0.2,-0.15,0.1,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0
"CR",24,NA,NA,3,0,45.5,45.6,45.9,46.1,46.3,46.4,46.7,46.8,46.7,46.7,46.8,47.1,47.2,-0.05,0.15,0.3,0.15,0.2,0.1,0.3,0.1,-0.1,0.05,0.1,0.25,0.15,0,0,0,0,2,0,0,0,0,0,0,0,0
"CR",25,NA,NA,3,0,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",26,NA,NA,3,0,50.3,50.8,51.4,51.9,52.2,52.5,53,53.1,53.4,53.6,53.8,54.2,54.3,0.3,0.5,0.6,0.45,0.3,0.35,0.45,0.15,0.25,0.25,0.2,0.35,0.15,5,7,1,6,0,9,2,2,5,0,1,1,1
"CR",27,NA,NA,4,1,39.3,40.3,41.2,42,42.7,43.6,44.7,45.8,46.7,47.5,48.7,49.1,50.1,0.7,1,0.85,0.85,0.7,0.9,1.1,1.05,0.9,0.85,1.15,0.45,1,10,17,2,77,1,28,3,38,9,21,5,15,3
"CR",28,NA,NA,3,0,59.8,60.6,61.6,62.5,63.4,64.5,65.8,66.7,67.9,68.7,69.7,70.6,71.7,0.15,0.8,1.05,0.85,0.95,1.05,1.35,0.9,1.2,0.8,1,0.9,1.1,10,8,6,0,2,8,6,7,22,0,1,4,2
"CR",29,NA,NA,2,1,20.6,21.8,22.9,24.5,25.2,26.1,27,27.8,28.8,29.5,30.3,30.8,31.2,1.05,1.2,1.1,1.6,0.7,0.9,0.9,0.8,1,0.7,0.8,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",30,NA,NA,1,0,19.2,19.6,20.1,20.8,21.6,22.5,23.6,24.9,26,27.1,28,28.4,28.9,0.25,0.4,0.55,0.7,0.75,0.95,1.05,1.35,1.1,1.05,0.9,0.4,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0
"CR",31,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,0,0,0,0,0,0,0,0,6,0,1,7,0
"CR",32,NA,NA,3,0,60,61.4,63,64.2,65.7,67.2,68.7,70,71.1,72.6,73.7,74.9,76.1,0.65,1.4,1.6,1.2,1.5,1.5,1.5,1.3,1.15,1.5,1.1,1.15,1.25,1,21,0,9,11,28,6,0,84,1,12,2,3
"CR",33,NA,NA,4,0,92.8,92.8,93.1,93.1,93.1,93.3,93.6,93.5,93.6,93.7,93.8,93.9,94.3,-0.15,0,0.3,-0.05,0,0.25,0.3,-0.15,0.1,0.15,0.1,0.1,0.35,3,3,3,2,0,0,2,1,0,0,0,0,0
"CR",34,NA,NA,1,0,24.4,25.3,26.2,27.2,28.2,29.1,30.3,31.2,32.3,32.7,33.3,33.7,34.3,0.5,0.85,0.9,1.05,1,0.85,1.25,0.9,1.1,0.4,0.55,0.4,0.6,0,0,3,12,11,2,0,5,6,1,20,0,2
"CR",35,NA,NA,3,1,51.3,51.7,52.1,52.9,53.5,54.4,55.5,56.2,57.1,57.7,58.8,59.6,60.6,0.35,0.35,0.45,0.75,0.65,0.9,1.05,0.75,0.9,0.6,1.1,0.75,1,1,0,1,6,3,0,1,2,26,1,1,13,1
"CR",36,NA,NA,2,1,42.9,43.8,44.6,45.5,46.2,47,47.8,48.9,49.7,50.2,51,51.3,51.3,0.2,0.9,0.85,0.85,0.75,0.8,0.8,1.05,0.8,0.55,0.75,0.3,0,0,7,0,6,1,6,5,1,18,0,1,0,0
"CR",37,NA,NA,4,0,71.8,72.2,73,73.4,74,74.7,75.5,75.9,76.7,77.4,77.9,78.5,79.1,0.4,0.4,0.75,0.45,0.55,0.7,0.8,0.4,0.8,0.75,0.5,0.55,0.65,41,39,55,60,2,42,6,10,39,15,5,3,0
"CR",38,NA,NA,2,0,49.1,49.9,50.8,51.4,52.2,52.7,53.3,54.1,54.5,55.4,55.9,56.4,57.3,0.35,0.75,0.95,0.55,0.8,0.55,0.6,0.75,0.4,0.95,0.45,0.55,0.85,2,34,2,40,14,13,4,2,103,3,45,2,9
"CR",39,NA,NA,0,0,29,29.6,30.2,31.1,31.9,32.9,33.8,34.7,35.4,36.1,36.6,NA,NA,0.3,0.6,0.6,0.9,0.8,0.95,0.9,0.95,0.65,0.75,0.5,NA,NA,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"CR",40,NA,NA,1,0,18.3,18.7,19.2,19.8,20.7,21.4,21.9,22.4,22.6,22.7,22.7,22.7,22.8,0.5,0.45,0.45,0.65,0.85,0.7,0.55,0.45,0.2,0.15,-0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",41,NA,NA,0,0,25.7,26.3,26.7,27.8,28.7,29.7,30.6,31.3,31.7,32.3,32.8,33.4,34.1,0.45,0.6,0.45,1.05,0.9,1,0.9,0.75,0.4,0.6,0.5,0.55,0.7,0,0,0,0,0,0,1,2,0,0,0,0,0
"CR",42,NA,NA,1,3,27.3,27.6,27.8,28.3,28.3,28.2,28.3,28,NA,NA,NA,NA,NA,-0.05,0.3,0.2,0.55,0,-0.1,0.05,-0.25,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CR",43,NA,NA,1,0,16.5,16.8,17.1,17.6,17.8,17.9,18.3,18.5,18.7,19.1,18.9,19,19.1,0.3,0.3,0.25,0.5,0.2,0.15,0.4,0.2,0.2,0.35,-0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",44,NA,NA,4,0,41.5,42.1,42.6,43.2,43.7,44.6,45.4,45.8,46.1,46.5,46.8,46.8,47,0.3,0.55,0.5,0.6,0.55,0.9,0.8,0.4,0.3,0.35,0.35,-0.05,0.2,0,0,0,0,0,3,2,2,1,0,0,0,0
"CR",45,NA,NA,3,0,25.6,27.1,28.3,29.4,30.6,31.6,32.7,33.7,35.2,36.1,37.2,37.8,38.5,1.4,1.45,1.2,1.1,1.25,0.95,1.15,1,1.45,0.95,1.05,0.65,0.7,3,0,3,2,2,2,0,0,0,0,1,0,0
"CR",46,NA,NA,4,0,62.1,62.1,62.4,62.3,62.5,62.9,63.2,63.1,63.8,NA,NA,NA,NA,0.15,-0.05,0.3,-0.1,0.2,0.4,0.3,-0.05,0.65,NA,NA,NA,NA,5,0,0,3,6,2,14,7,6,NA,NA,NA,NA
"CR",47,NA,NA,4,1,66.1,66.8,67.4,67.9,68.5,69.3,70.1,70.6,71.5,72,72.4,NA,NA,NA,0.7,0.65,0.45,0.6,0.8,0.8,0.5,0.9,0.55,0.4,NA,NA,1,3,9,0,0,2,3,15,2,4,1,NA,NA
"CR",48,NA,NA,0,0,19.6,20,20.9,22,22.6,23.5,24.4,24.8,25,25.3,25.3,25.7,26.4,NA,0.4,0.9,1.05,0.65,0.9,0.85,0.45,0.2,0.25,0,0.45,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",49,NA,NA,0,0,18.9,19,19.3,19.9,20.4,20.8,21.1,21.4,21.6,21.5,21.7,21.7,21.9,NA,0.05,0.3,0.65,0.5,0.35,0.3,0.3,0.2,-0.1,0.2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",50,NA,NA,0,0,15.9,16.2,16.7,17.6,18,18.3,18.6,18.8,18.9,19,19.2,19.4,19.4,NA,0.25,0.5,0.95,0.35,0.3,0.3,0.25,0.05,0.15,0.2,0.15,0.05,0,0,0,0,0,0,0,3,0,0,0,0,0
"CR",51,NA,NA,0,0,16.9,17.6,18.2,18.6,19.1,19.7,20.3,20.5,20.8,21.3,21.6,21.8,22.1,NA,0.7,0.55,0.4,0.55,0.6,0.55,0.25,0.3,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR",52,NA,NA,4,0,26.8,27.6,28.1,28.8,29.2,29.5,29.8,29.7,29.9,30.1,30.2,30.4,30.3,NA,0.8,0.5,0.7,0.4,0.3,0.3,-0.1,0.2,0.2,0.05,0.2,-0.1,13,8,20,2,1,0,0,0,1,0,0,0,0
"CR",53,NA,NA,4,0,58.9,59.4,59.7,60.5,61.3,62.4,63.4,64.4,NA,NA,NA,NA,NA,NA,0.5,0.3,0.8,0.8,1.15,1,1,NA,NA,NA,NA,NA,5,10,55,9,6,35,25,67,NA,NA,NA,NA,NA
"CR",54,NA,NA,4,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,0,19,230,42,140,24,349,18,210,3,8
"CR",55,NA,NA,4,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,6,32,30,45,42,23,16,4,4,6
"CR",56,NA,NA,4,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,20,8,36,30,2,0,NA,NA,NA,NA,NA
"CR",57,NA,NA,NA,NA,NA,50.7,50.9,51.1,51.4,51.7,52.2,52.5,52.8,53.2,53.3,NA,NA,NA,NA,0.2,0.15,0.3,0.3,0.5,0.3,0.35,0.35,0.15,NA,NA,NA,0,0,12,1,30,2,0,0,0,0,NA,NA
"CR",58,NA,NA,NA,NA,NA,48.7,49,49,49.2,49.4,50,50.1,50.5,51,51,NA,NA,NA,NA,0.3,-0.05,0.25,0.2,0.55,0.1,0.4,0.55,0,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,NA,NA
"CR",59,NA,NA,NA,NA,NA,33.3,33.8,34.3,34.9,35.3,36.2,36.6,37.5,38.9,39.3,40.2,41.3,NA,NA,0.5,0.5,0.55,0.45,0.85,0.45,0.85,1.4,0.4,0.95,1.05,NA,0,0,5,2,17,7,39,82,3,100,5,8
"CR",61,NA,NA,4,0,42.4,44.3,45.8,48,49.9,51.4,53.1,54.6,56.2,57.4,58.6,59.4,60.9,1.45,1.9,1.5,2.25,1.9,1.5,1.7,1.45,1.6,1.25,1.2,0.8,1.5,5,1,19,17,2,12,0,1,4,14,10,14,19
"CR",62,NA,NA,3,0,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",63,NA,NA,4,0,34.7,35.7,36.6,37.4,38.1,38.9,39.7,40.7,41.4,42,42.8,43.1,44.2,0.5,1,0.85,0.85,0.65,0.85,0.75,1,0.7,0.6,0.8,0.3,1.1,4,0,1,0,1,1,0,4,12,0,0,0,0
"CR",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",65,NA,NA,2,2,20.1,21.1,21.9,23.1,24.1,25.2,26,27.3,28.6,29.8,31.1,32.1,33.2,0.45,1,0.85,1.2,1,1.05,0.8,1.35,1.25,1.25,1.25,1,1.1,0,0,0,0,0,8,1,0,6,1,1,0,0
"CR",66,NA,NA,3,1,59.3,59.6,60.1,60.7,61,61.9,63,64.2,65.1,66.2,66.9,67.6,69,0.4,0.3,0.5,0.55,0.35,0.85,1.1,1.2,0.95,1.1,0.65,0.7,1.45,1,12,20,7,5,20,2,5,279,0,2,1,8
"CR",67,NA,NA,2,1,46.7,47.1,47.3,47.4,47.5,47.6,47.8,47.7,47.7,47.9,47.9,48.3,48.7,-0.05,0.4,0.2,0.1,0.1,0.1,0.24,-0.05,0,0.2,0,0.35,0.45,32,5,17,9,1,19,2,24,30,11,15,6,4
"CR",68,NA,NA,4,0,58.2,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",69,NA,NA,3,0,57.6,58.2,58.8,59.4,59.9,60.5,61.1,61.8,62.2,62.7,62.9,63.1,63.6,0.25,0.65,0.55,0.6,0.55,0.55,0.65,0.7,0.35,0.5,0.2,0.2,0.55,0,3,0,3,2,2,2,0,27,0,17,5,0
"CR",70,NA,NA,2,3,37.1,37.2,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",71,NA,NA,3,0,51.9,52.6,53,54.1,54.9,55.7,56.8,57.3,58,58.8,59.7,60,60.9,0,0.65,0.4,1.15,0.75,0.85,1.05,0.55,0.65,0.8,0.9,0.35,0.9,16,14,2,7,2,2,4,9,25,6,0,1,0
"CR",72,NA,NA,4,0,65.5,66.1,66.8,67.8,68.7,69.6,70.5,71.7,72.6,73.3,74.1,74.7,75.9,NA,0.6,0.65,1,0.9,0.9,0.95,1.2,0.9,0.7,0.8,0.55,1.25,2,5,12,0,2,6,0,6,24,1,4,8,0
"CR",73,NA,NA,4,0,48.6,49.3,50.2,51.2,52,52.9,53.7,54.6,55,55.8,56.7,57.2,58.1,NA,0.75,0.85,1.05,0.8,0.9,0.75,0.9,0.4,0.850000000000001,0.85,0.55,0.9,1,19,2,7,6,12,44,13,45,32,0,29,0
"PN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",2,NA,NA,3,0,52.9,53.8,54.7,55.6,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",3,NA,NA,4,0,67.3,68.4,69.4,70.5,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",4,NA,NA,1,1,42.6,42.9,43.3,43.6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",5,NA,NA,4,0,100.3,101.2,102,102.9,103.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",6,NA,NA,4,0,114.6,114.8,115.1,115.4,115.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",7,NA,NA,1,1,59.8,59.9,60.1,60.2,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",8,NA,NA,3,0,112.3,112.6,112.9,113.1,113.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",9,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",10,NA,NA,4,0,166.6,166.9,167.2,167.4,167.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",11,NA,NA,2,4,40.7,40.9,41.1,41.3,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",12,NA,NA,NA,NA,8.6,9,9.4,9.8,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",13,NA,NA,4,0,110.9,110.9,110.8,110.8,110.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",14,NA,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",15,NA,NA,4,0,70.6,71.5,72.4,73.3,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",16,NA,NA,4,0,140.3,140.7,141,141.4,141.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",17,NA,NA,2,0,69.7,70.2,70.8,71.3,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",18,NA,NA,3,0,92,92.4,92.9,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",19,NA,NA,3,0,71.3,71.8,72.3,72.8,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",20,NA,NA,3,0,94.4,94.8,95.2,95.7,96.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",21,NA,NA,3,3,48.6,48.9,49.2,49.6,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",22,NA,NA,2,2,55.4,55.8,56.2,56.6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",23,NA,NA,NA,NA,21.5,22.5,23.5,24.5,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",24,NA,NA,3,1,63.2,63.8,64.4,65,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",25,NA,NA,0,4,29.1,29.2,29.4,29.6,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",26,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",27,NA,NA,2,3,46.7,47.2,47.8,48.3,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",28,NA,NA,4,0,105.5,106.1,106.8,107.5,108.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",29,NA,NA,0,0,31.7,31.7,31.8,31.8,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",30,NA,NA,3,3,70.3,70.7,71.2,71.6,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",31,NA,NA,3,3,71.8,72.1,72.4,72.7,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",32,NA,NA,2,3,52.3,52.5,52.6,52.8,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",33,NA,NA,2,3,106.4,106.5,106.6,106.6,106.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",34,NA,NA,4,0,70.5,71.3,72,72.7,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",35,NA,NA,0,1,11.1,11.4,11.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN",36,NA,NA,4,3,31.7,32.7,33.6,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
