sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
G2256,7/23/13,2013,Hovsgol,Horoo,51.571778,100.501307,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,0,,,,,N,N,N,,N,,NA,,,,,,,,174,154,134,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,W was 150.8 and w_dry was 133.1 but deleted because outliers and very close to lengths.
G2255,7/23/13,2013,Hovsgol,Horoo,51.571778,100.501307,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,0,,,,,N,N,N,,N,,NA,,,,,,,,194,174,154,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,W was 182.7 and w_dry was 166.6 but deleted because outliers and close to lengths.
LE2032,7/20/13,2013,Hovsgol,Dalbai,NA,NA,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,,N,,Y,,NA,,,,,,,,485,460,444,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.59,7.1,0.473,0.139,3.4,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,W was 482 and w_dry ws 449 but deleted because outlier and very close to lengths.
G250,7/27/11,2011,Hovsgol,Hachim,51.12,100.33,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,248,232,NA,99,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"W99 but very dry.Location conflict: our data said Turag (51.30094 100.78019) but Mendee's says Horoo (and GPS says Wood Island  51.0768 100.503).  I removed the location information for this sample. , GPS conflict: Mendee's GPS points were very close so I deleted them."
HV 11,8/1/06,2006,Hovsgol,Turag,NA,NA,,,burbot,burbot,,NA,NA,,,NA,NA,NA,,Y,Y,,,,,,,,pupae chironomideae,NA,,,,,,,,620,NA,590,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.3,8,14.7,47.76,3.25,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Weight (4500) deleted because outlier.  Net: 2m
G98,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,368?,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,258,237,NA,101,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Weight conflict: our data says 98, Mendee's says 101.  I went with Mendee's (heavier). Not entirely sure if this is what is in this tube.  There was no number written next to this tube but the one above was 362 and the one below 370. "
Le31,7/14/11,2011,Eg,,50.28,101.89,"271, 272",B90,lenok,lenok,angling,NA,NA,,,NA,NA,NA,2,,Y,Y,,,,,Y,,,NA,,,,,,,,379,351,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.04,12.32,0.47,0.14,3.3,-26.2,10.55,0.47,0.15,3.1,NA,NA,NA,,,NA,NA,,NA,NA,,Weight was 1032 but removed because outlier. Tube 271 is muscle.  Tube 272 is adipose. 
2009-U137,7/27/09,2009,Hovsgol,Horoo,51.55476,100.51522,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,20:00,8:00,0.75,1,NA,Y,,Y,,,,,,,,,1.7,,,,,,,8+,258,245,228,120,NA,105,M,22,47.8,10.8,NA,26.8,29,22,13.7,22.6,11.8,43.8,13.4,78.5,105.3,71.8,NA,53.3,NA,NA,46.9,31.1,22,28.1,NA,NA,38.7,NA,41.2,86,VIII-11,III-10,II-14,II-9,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"weight was 358, changed to 258 based on FL, SL and weight.  ""R"" assumed to be ""SR"""
G1145,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,,,2,Brian Weidel,,10/22/14,,150,139,128,28.5,NA,NA,M,17,26.4,7.7,NA,14.7,16.8,12.2,9,12,7,25,8.9,49,67.1,39.6,NA,31.5,57,16.1,25.2,18.3,11.5,18,5,16.8,5.2,17,NA,91,VI-12,I-10,I-9,I-11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G1344,7/24/12,2012,Hovsgol,Stomach Bay,NA,NA,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,29,3,,AM,NA,NA,NA,2,,,,,,,Y,,N,,NA,N,,4,Brian Weidel,,10/22/14,,203,186,173,57.8,NA,NA,M,26,34.2,9.5,NA,19.4,19.9,14.4,10.9,15.5,6.5,31,11.1,66,92.8,59,NA,42,79.8,28.4,33.2,27.6,14.5,22.8,25.8,5.9,28.5,6.6,NA,97,VI-12,II-8,I-9,I-14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G1362,7/24/12,2012,Hovsgol,Stomach Bay,NA,NA,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,11,3,,AM,NA,NA,NA,2,,,,,,,Y,,N,,NA,N,,5,Brian Weidel,,10/22/14,,195,179,162,49.7,NA,NA,M,26,34.5,8.9,NA,20.4,21.4,16.6,11.7,16.5,6.1,33.5,9.4,63.1,90.6,52.1,NA,37.8,74.5,25.5,23.7,22.1,16.1,20,24.5,5.8,25,7,NA,NA,V-11,II-8,II-9,II-13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1111,7/12/12,2012,Uur,Riffle 1km UST Home Pool,50.34777,101.87321,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,9,Brian Weidel,,10/22/14,,530,499,456,1120,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.61,11.15,0.460795563,0.144406274,3.190966369,-27.50879991,11.8160837,0.457528866,0.131563017,3.477640427,NA,NA,NA,,,NA,NA,,NA,NA
14,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,0,,,,,,,9+,254,229,213,103,NA,83,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
15,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,0,,,,,,,7+,252,223,211,105,NA,84,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
16,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,Y,,,,,,,,,4,,,,,,,10+,282,NA,NA,172,NA,145,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,-25,6.73,42.9105,10.2383,4.19,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
19,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,Y,,,,,,,,,0,,,,,,,6+,226,NA,NA,83,NA,69,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,-25.1,6.62,44.3308,12.851,3.45,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
20,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,0,,,,,,,8+,264,NA,NA,119,NA,99,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
21,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,6,,,,,,,11+,311,NA,NA,222,NA,193,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
23,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,3,,,,,,,13+,344,NA,NA,359,NA,310,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
25,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,,,,,,,,,,0,,,,,,,9+,286,NA,NA,187,NA,70,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
26,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,5,NA,Y,Y,Y,,,,,,,,,2.4,,,,,,,14+,385,NA,NA,419,NA,360,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,-22.05,7.5,43.0451,11.8852,3.62,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
28,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,3,NA,Y,Y,Y,,,,,,,,,0,,,,,,,8+,255,NA,NA,109,NA,94,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
30,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,3,NA,Y,Y,Y,,,,,,,,,0,,,,,,,7+,235,NA,NA,84,NA,74,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
31,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,3,NA,Y,Y,Y,,,,,,,,,18,,,,,,,13+,375,NA,NA,420,NA,360,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
33,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,3,NA,Y,Y,Y,,,,,,,,,0,,,,,,,8+,266,NA,NA,122,NA,99,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
45,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,5.5,,,,,,,11+,337,303,286,300,NA,270,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
46,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,0,,,,,,,9+,268,245,229,141,NA,120,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
48,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,0,,,,,,,10+,285,255,241,164,NA,155,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
49,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,1.8,,,,,,,7+,261,234,219,112,NA,95,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
50,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,3.8,,,,,,,9+,265,243,227,138,NA,120,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
51,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,2.8,,,,,,,9+,265,237,219,128,NA,112,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
52,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,3.9,,,,,,,7+,262,238,220,132,NA,115,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
53,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,10.5,,,,,,,11+,322,294,277,255,NA,125,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
54,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,2.2,,,,,,,9+,269,241,226,128,NA,114,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
55,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,2.4,,,,,,,9+,263,235,221,126,NA,108,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
57,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,4.5,,,,,,,10+,293,268,252,194,NA,170,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
60,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,0,,,,,,,6+,251,229,216,122,NA,105,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
61,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,0,,,,,,,10+,295,270,254,182,NA,150,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
62,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:15,9:00,2,2.5,NA,,,,,,,,,,,,4.5,,,,,,,11+,300,270,254,208,NA,85,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
78,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,,,,,,,,,,0,,,,,,,5+,205,186,175,62,NA,46,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
85,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,Y,,,,,,,,Copepoda,NA,,,,,,,6+,242,220,210,85,NA,50,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
95,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,,,,,,,,,,NA,,,,,,,3+,138,124,117,21.3,NA,16,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
96,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,,,,,,,,,,NA,,,,,,,3+,132,123,116,16,NA,13,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
98,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,Y,,,,,,,,,NA,,,,,,,8+,260,239,225,106,NA,85,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,-25.32,7.17,31.8526,8.7578,3.64,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
101,7/23/09,2009,Hovsgol,Hachim,51.11177,100.32762,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,20:00,8:00,0,40,55,,,,,,,,,,,,NA,,,,,,,7+,224,208,190,78,NA,60,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
