sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
Ph37,7/9/11,2011,Uur,,50.33559,101.86713,94,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,67,NA,NA,1.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph38,7/9/11,2011,Uur,,50.33559,101.86713,95,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,65,NA,NA,1.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph39,7/9/11,2011,Uur,,50.33559,101.86713,96,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,66,NA,NA,1.3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph40,7/9/11,2011,Uur,,50.33559,101.86713,97,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,62,NA,NA,1.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph41,7/9/11,2011,Uur,,50.33559,101.86713,98,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,63,NA,NA,1.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Ph42,7/9/11,2011,Uur,,50.33559,101.86713,99,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,62,NA,NA,1.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,in field notebook but was not in spreadsheet.  ?   may be muscle or whole fish; not clear.  -ty 1/28/14
Perch2,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,371,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,,,,,,,Y,Empty,NA,,,,,,,,392,372,NA,925,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.97,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,isotope values are an average of two replicate samples.  See replicates-UCD tab for more details.
R12,7/24/11,2011,Hovsgol,Stomach Bay,51.33582,100.38239,434,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,1? 0?,,Y,,,,,,,Y,"2 small snails, 18 diptera:simuliidae",NA,,,,,,,,354,318,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.45,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,isotope values are an average of two replicate samples.  See replicates-UCD tab for more details.
SpLo41,7/23/11,2011,Hovsgol,Turag,51.3,100.78,413,,spiny loach,spiny loach,electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,isotope values are an average of two replicate samples.  See replicates-UCD tab for more details.  Ivana may have length data.
Phox60,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,307,,Phoxinus,Phoxinus,seine or electrofishing,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,72,NA,NA,2.9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.46,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"isotope values are an average of two replicate samples.  See replicates-UCD tab for more details. GPS conflict: Mendee's lat was very close, so deleted."
B15,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,321,,burbot,burbot,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,820,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.94,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7:00,NA,NA,,NA,NA,,isotope values are an average of two replicate samples.  See replicates-UCD tab for more details..  Sample may be labeled just 15 instead of B15.  Filleted.
G211,7/25/11,2011,Hovsgol,Stomach Bay,51.32713,100.3928,433,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,244,221,NA,92,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-24.63,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"isotope values are an average of two replicate samples.  See replicates-UCD tab for more details.GPS conflict: Mendee's GPS points were more landward, so I deleted them."
Le93,7/25/11,2011,Hovsgol,Yellow Corner,51.34,100.3,,9,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,10,Brian Weidel,,10/22/14,,570,540,NA,1565,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Kirk has data.
Le90,7/25/11,2011,Hovsgol,Yellow Corner,51.34,100.3,,6,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,412,382,NA,528,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Kirk has data.
Le91,7/25/11,2011,Hovsgol,Yellow Corner,51.34,100.3,,7,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,430,414,NA,680,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Kirk has data.
G20,7/8/11,2011,Eg-Uur-DSC,,NA,NA,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,1,,,,,,,,,,Kirk has diet data matched to water body but not matched to fishID,NA,,,,,,,,134,128,NA,23,NA,NA,,15,26.2,8.6,5.6,13.1,15,NA,6.6,11.4,NA,NA,8.4,43.7,NA,NA,NA,NA,NA,NA,27.6,17.5,19,14.5,NA,NA,NA,NA,NA,NA,,,,I-14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Kirk's numbers do not match our numbers for this fish.
G199,7/24/11,2011,Hovsgol,,NA,NA,414,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,,Kirk has diet data matched to water body but not matched to fishID,NA,,,,,,,,290,265,NA,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Kirk's numbers do not match our numbers for this fish. Mendee's notes say that this fish was caught at: 51.04'606"" 100.30'169"".  Location conflict: our data said Turag (51.30094 100.78019) but Mendee's says Horoo (and GPS says Wood Island  51.0768 100.503).  I removed the location information for this sample. "
L1093,7/9/12,2012,Eg,David's Island,NA,NA,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,Y,,,,,,,,NA,,,,,,,,361,333,NA,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Length and weight data came from Kirk
L1094,7/9/12,2012,Eg,David's Island,NA,NA,,,lenok,lenok,seine,NA,NA,,,NA,NA,NA,,,Y,Y,,,,,,,,NA,,,,,,,,285,266,NA,193.9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Length and weight data came from Kirk
L1095,7/9/12,2012,Eg,David's Island,NA,NA,,,lenok,lenok,angling,NA,NA,,,NA,NA,NA,,,Y,Y,,,,,,,,NA,,,,,,,,510,479,NA,1280,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-26.83,11.45,0.423014587,0.126263807,3.35024419,-25.48508286,10.76403574,0.440433535,0.142104823,3.099356688,NA,NA,NA,,,NA,NA,,NA,NA,,Length and weight data came from Kirk
B11,7/16/11,2011,Uur,,NA,NA,176,,burbot,burbot,trot line,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,,,NA,,,,,,,,202,NA,NA,54.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Location conflict: our data said Turag (51.30094 100.78019) but Mendee's says Horoo (and GPS says Wood Island  51.0768 100.503).  I removed the location information for this sample. 
G200,7/24/11,2011,Hovsgol,,NA,NA,415,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,301,274,NA,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Location conflict: our data said Turag (51.30094 100.78019) but Mendee's says Horoo (and GPS says Wood Island  51.0768 100.503).  I removed the location information for this sample. 
T2002,7/12/13,2013,Eg,,50.252057,101.836128,,,taimen,taimen,angling,NA,NA,,,NA,NA,NA,2,,Y,Y,,,,N,,N,,NA,,,,,,,,766,730,690,3550,3250,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee FL data; our TL data; Weight mismatch - use our data
Le36,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,376,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,386,364,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Le37,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,378,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,341,321,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.62,7.35,0.4437,0.1365,3.25,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Le38,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,379,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,463,414,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.11,8.22,0.5142,0.1372,3.75,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Le40,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,381,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,462,413,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Le41,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,382,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,284,251,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.59,7.67,0.4913,0.1481,3.32,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch4,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,383,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,Y,,Y,,,,,,,Y,Empty,NA,,,,,,,,369,340,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-24.22,9.37,0.4849,0.1472,3.3,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch5,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,384,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,Y,,Y,,,,,,,,,NA,,,,,,,,280,240,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-26.44,9.04,0.4778,0.1509,3.17,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch6,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,385,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,,,,,,,Y,Empty,NA,,,,,,,,331,316,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.83,9.64,0.48,0.1504,3.19,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch7,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,386,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,268,239,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.18,8.95,0.416,0.1299,3.2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch8,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,396,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,250,238,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-29.36,8.84,0.4853,0.1524,3.18,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Perch9,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,398,,perch,perch,gillnet-horizontal,NA,NA,,,NA,NA,NA,,,Y,,,,,,,,,NA,,,,,,,,265,255,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.41,9.03,0.4896,0.1534,3.19,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
R1,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,387,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,211,188,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-31.71,7.58,0.47,0.15,3.17,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
R10,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,397,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,,,NA,,,,,,,,220,188,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
R2,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,388,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,,,NA,,,,,,,,297,263,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-30.15,8.36,0.4,0.13,3.17,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
R9,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,395,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,,,,,,237,202,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-31.27,8.45,0.48,0.15,3.19,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data
Le39,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,380,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,,,NA,,,,,,,,393,309,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Mendee may have weight data Envelope said TL 313, notebook said 393.  Impossible to know. "
R3,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,389,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,0,,Y,,,,,,,,,NA,,,,,,,,256,228,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-29.92,8.13,0.49,0.15,3.17,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data otoliths missing
R13,7/24/11,2011,Hovsgol,Stomach Bay,51.33582,100.38239,435,,roach,roach,gillnet-horizontal,NA,NA,,,NA,NA,NA,1,,Y,,,,,,,"""no ID guts"" - maybe it means there was nothing identifiable",no ID guts - maybe it means there was nothing identifiable,NA,,,,,,,,292,262,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-24.3,8.18,0.49,0.15,3.21,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee may have weight data.
Phox71,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,,,Phoxinus,Phoxinus,electrofishing,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,46,NA,NA,0.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Mendee took the whole fish.  GPS conflict: Mendee's lat was very close, so deleted."
G198,7/24/11,2011,Hovsgol,,NA,NA,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,313,290,NA,250,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Mendee's notes say that this fish was caught at: 51.04'606"" 100.30'169"""
PP2006,7/23/13,2013,Hovsgol,Horoo,51.571778,100.501307,,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,0,,Y,,,,N,N,,N,,NA,,,,,,,,80,NA,NA,3.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.4,7.99,0.457,0.134,3.4,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee's otolith count
PP2015,7/25/13,2013,Hovsgol,Yellow Corner,51.337597,100.300361,,,Phoxinus,Phoxinus,minnow trap,NA,NA,,,NA,NA,NA,0,,Y,,,,N,N,,N,,NA,,,,,,,,75,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee's otolith count; Use our TL
